Plate	Well	GeneID	Entrez_gene_ID	sub_lib	Condition_ID
8	A05	PFKFB1	5207	KIN	40998925
8	A06	INSRR	3645	KIN	40998926
8	A07	DLG2	1740	KIN	40998927
8	A08	PIP5K3	200576	KIN	40998928
8	A09	BMPR1A	657	KIN	40998929
8	A10	PRPS1L1	221823	KIN	40998930
8	A11	IGF2R	3482	KIN	40998931
8	A12	allSTAR			40998932
8	B01	siCON1			40998933
8	B02	TGFBR3	7049	KIN	40998934
8	B03	UMP-CMPK	51727	KIN	40998935
8	B04	CHKA	1119	KIN	40998936
8	B05	WNK4	65266	KIN	40998937
8	B06	RPS6KA1	6195	KIN	40998938
8	B07	IHPK3	117283	KIN	40998939
8	B08	BMX	660	KIN	40998940
8	B09	CLK4	57396	KIN	40998941
8	B10	PAK2	5062	KIN	40998942
8	B11	LOC390226	390226	KIN	40998943
8	B12	PLK1	5347	KIN	40998944
8	C01	siCON2			40998945
8	C02	CSNK1A1	1452	KIN	40998946
8	C03	NME2	4831	KIN	40998947
8	C04	MAK	4117	KIN	40998948
8	C05	PIK3CD	5293	KIN	40998949
8	C06	MAP3K6	9064	KIN	40998950
8	C07	BRDT	676	KIN	40998951
8	C08	EIF2AK4	440275	KIN	40998952
8	C09	NME6	10201	KIN	40998953
8	C10	DYRK1A	1859	KIN	40998954
8	C11	CAMK4	814	KIN	40998955
8	C12	MOCK			40998956
8	D01	allSTAR			40998957
8	D02	JIK	51347	KIN	40998958
8	D03	PKLR	5313	KIN	40998959
8	D04	PAK7	57144	KIN	40998960
8	D05	VRK1	7443	KIN	40998961
8	D06	EPHA6	285220	KIN	40998962
8	D07	GUCY2C	2984	KIN	40998963
8	D08	PNCK	139728	KIN	40998964
8	D09	VRK3	51231	KIN	40998965
8	D10	PDGFRA	5156	KIN	40998966
8	D11	DDR1	780	KIN	40998967
8	D12	siCON1			40998968
8	E01	PLK1	5347	KIN	40998969
8	E02	PTK9L	11344	KIN	40998970
8	E03	PIK3C2A	5286	KIN	40998971
8	E04	STK32A	202374	KIN	40998972
8	E05	GTF2H1	2965	KIN	40998973
8	E06	TOPK	55872	KIN	40998974
8	E07	ZAK	51776	KIN	40998975
8	E08	PDK4	5166	KIN	40998976
8	E09	CHUK	1147	KIN	40998977
8	E10	TPK1	27010	KIN	40998978
8	E11	C14ORF20	283629	KIN	40998979
8	E12	siCON2			40998980
8	F01	MOCK			40998981
8	F02	PIM3	415116	KIN	40998982
8	F03	LMTK3	114783	KIN	40998983
8	F04	CHEK2	11200	KIN	40998984
8	F05	JAK1	3716	KIN	40998985
8	F06	EIF2AK3	9451	KIN	40998986
8	F07	PIK3C3	5289	KIN	40998987
8	F08	ROCK2	9475	KIN	40998988
8	F09	PIK3C2B	5287	KIN	40998989
8	F10	SGK	6446	KIN	40998990
8	F11	CLK3	1198	KIN	40998991
8	F12	allSTAR			40998992
8	G01	siCON1			40998993
8	G02	PXK	54899	KIN	40998994
8	G03	HUNK	30811	KIN	40998995
8	G04	MAP4K1	11184	KIN	40998996
8	G05	PCTK2	5128	KIN	40998997
8	G06	INSR	3643	KIN	40998998
8	G07	HIPK4	147746	KIN	40998999
8	G08	SIK2	23235	KIN	40999000
8	G09	MET	4233	KIN	40999001
8	G10	FYN	2534	KIN	40999002
8	G11	DKFZP434C131	25989	KIN	40999003
8	G12	PLK1	5347	KIN	40999004
8	H01	siCON2			40999005
8	H02	SAST	22983	KIN	40999006
8	H03	NEK2	4751	KIN	40999007
8	H04	MAPKAPK5	8550	KIN	40999008
8	H05	NRK	203447	KIN	40999009
8	H06	PFKFB2	5208	KIN	40999010
8	H07	MARK4	57787	KIN	40999011
8	H08	EPHB1	2047	KIN	40999012
8	H09	MAGI-3	260425	KIN	40999013
8	H10	SSTK	83983	KIN	40999014
8	H11	IKBKG	8517	KIN	40999015
8	H12	MOCK			40999016
9	A01	MOCK			40999017
9	A02	N4BP2	55728	KIN	40999018
9	A03	NEK1	4750	KIN	40999019
9	A04	XYLB	9942	KIN	40999020
9	A05	RP6-213H19.1	51765	KIN	40999021
9	A06	SMG1	23049	KIN	40999022
9	A07	IHPK2	51447	KIN	40999023
9	A08	ILK	3611	KIN	40999024
9	A09	PSKH2	85481	KIN	40999025
9	A10	NRBP	29959	KIN	40999026
9	A11	ULK1	8408	KIN	40999027
9	A12	allSTAR			40999028
9	B01	siCON1			40999029
9	B02	PRKCA	5578	KIN	40999030
9	B03	CDKL2	8999	KIN	40999031
9	B04	FES	2242	KIN	40999032
9	B05	PRKAB1	5564	KIN	40999033
9	B06	HAK	115701	KIN	40999034
9	B07	CDK2	1017	KIN	40999035
9	B08	MAP2K2	5605	KIN	40999036
9	B09	MAPK10	5602	KIN	40999037
9	B10	CALM2	805	KIN	40999038
9	B11	KHK	3795	KIN	40999039
9	B12	PLK1	5347	KIN	40999040
9	C01	siCON2			40999041
9	C02	GUK1	2987	KIN	40999042
9	C03	CKM	1158	KIN	40999043
9	C04	MAP4K3	8491	KIN	40999044
9	C05	PRKDC	5591	KIN	40999045
9	C06	PRPF4B	8899	KIN	40999046
9	C07	RIOK3	8780	KIN	40999047
9	C08	KIAA1765	85443	KIN	40999048
9	C09	EXOSC10	5394	KIN	40999049
9	C10	PGK1	5230	KIN	40999050
9	C11	AK3L1	50808	KIN	40999051
9	C12	MOCK			40999052
9	D01	allSTAR			40999053
9	D02	PLK3	1263	KIN	40999054
9	D03	EFNB3	1949	KIN	40999055
9	D04	EPHB3	2049	KIN	40999056
9	D05	PRKCB1	5579	KIN	40999057
9	D06	DGKD	8527	KIN	40999058
9	D07	EPHB4	2050	KIN	40999059
9	D08	MGC45428	166614	KIN	40999060
9	D09	CHKB	1120	KIN	40999061
9	D10	PRKAR2B	5577	KIN	40999062
9	D11	PCK2	5106	KIN	40999063
9	D12	siCON1			40999064
9	E01	PLK1	5347	KIN	40999065
9	E02	AMHR2	269	KIN	40999066
9	E03	DUSP21	63904	KIN	40999067
9	E04	CDKN2B	1030	KIN	40999068
9	E05	DLG1	1739	KIN	40999069
9	E06	C9ORF96	169436	KIN	40999070
9	E07	MAP2K1	5604	KIN	40999071
9	E08	GALK2	2585	KIN	40999072
9	E09	NTRK1	4914	KIN	40999073
9	E10	NME4	4833	KIN	40999074
9	E11	BRAF	673	KIN	40999075
9	E12	siCON2			40999076
9	F01	MOCK			40999077
9	F02	PASK	23178	KIN	40999078
9	F03	HUS1	3364	KIN	40999079
9	F04	TLK1	9874	KIN	40999080
9	F05	PFKM	5213	KIN	40999081
9	F06	PRKAA2	5563	KIN	40999082
9	F07	ITPKB	3707	KIN	40999083
9	F08	MPP3	4356	KIN	40999084
9	F09	CDK3	1018	KIN	40999085
9	F10	PDPK1	5170	KIN	40999086
9	F11	C10ORF89	118672	KIN	40999087
9	F12	allSTAR			40999088
9	G01	siCON1			40999089
9	G02	EPHA4	2043	KIN	40999090
9	G03	DCAMKL1	9201	KIN	40999091
9	G04	GK2	2712	KIN	40999092
9	G05	KUB3	91419	KIN	40999093
9	G06	TRPM7	54822	KIN	40999094
9	G07	MYLK	4638	KIN	40999095
9	G08	GUCY2F	2986	KIN	40999096
9	G09	GSK3B	2932	KIN	40999097
9	G10	MST1R	4486	KIN	40999098
9	G11	AK2	204	KIN	40999099
9	G12	PLK1	5347	KIN	40999100
9	H01	siCON2			40999101
9	H02	NEK7	140609	KIN	40999102
9	H03	PRKWNK1	65125	KIN	40999103
9	H04	TSKS	60385	KIN	40999104
9	H05	STK19	8859	KIN	40999105
9	H06	MAPK12	6300	KIN	40999106
9	H07	GALK1	2584	KIN	40999107
9	H08	IPMK	253430	KIN	40999108
9	H09	PANK4	55229	KIN	40999109
9	H10	PRKACG	5568	KIN	40999110
9	H11	FLT1	2321	KIN	40999111
9	H12	MOCK			40999112
