Plate	Well	GeneID	Precursor
3	M17	GSK3B	gene
3	M18	VHL	gene
3	M19	MST1R	gene
3	M20	WRN	gene
3	M21	AK2	gene
3	M22	WT1	gene
3	M23	plk	control
3	M24	empty	empty
3	N01	empty	empty
3	N02	plk	control
3	N03	empty	empty
3	N04	empty	empty
3	N05	empty	empty
3	N06	empty	empty
3	N07	empty	empty
3	N08	empty	empty
3	N09	empty	empty
3	N10	empty	empty
3	N11	empty	empty
3	N12	empty	empty
3	N13	empty	empty
3	N14	empty	empty
3	N15	empty	empty
3	N16	empty	empty
3	N17	empty	empty
3	N18	empty	empty
3	N19	empty	empty
3	N20	empty	empty
3	N21	empty	empty
3	N22	empty	empty
3	N23	plk	control
3	N24	empty	empty
3	O01	empty	empty
3	O02	plk	control
3	O03	NEK7	gene
3	O04	FLJ39827	gene
3	O05	PRKWNK1	gene
3	O06	XPA	gene
3	O07	TSKS	gene
3	O08	XPC	gene
3	O09	STK19	gene
3	O10	PRKAR1A	gene
3	O11	MAPK12	gene
3	O12	empty	empty
3	O13	GALK1	gene
3	O14	empty	empty
3	O15	IPMK	gene
3	O16	empty	empty
3	O17	PANK4	gene
3	O18	empty	empty
3	O19	PRKACG	gene
3	O20	empty	empty
3	O21	FLT1	gene
3	O22	plk	control
3	O23	empty	empty
3	O24	empty	empty
3	P01	plk	control
3	P02	empty	empty
3	P03	empty	empty
3	P04	empty	empty
3	P05	empty	empty
3	P06	empty	empty
3	P07	empty	empty
3	P08	empty	empty
3	P09	empty	empty
3	P10	empty	empty
3	P11	empty	empty
3	P12	empty	empty
3	P13	empty	empty
3	P14	empty	empty
3	P15	empty	empty
3	P16	empty	empty
3	P17	empty	empty
3	P18	empty	empty
3	P19	empty	empty
3	P20	empty	empty
3	P21	empty	empty
3	P22	empty	empty
3	P23	plk	control
3	P24	empty	empty
