Plate	Well	GeneID	PreCursor
3	F10	NA	NA
3	F11	NA	NA
3	F12	NA	NA
3	F13	NA	NA
3	F14	NA	NA
3	F15	NA	NA
3	F16	NA	NA
3	F17	NA	NA
3	F18	NA	NA
3	F19	NA	NA
3	F20	NA	NA
3	F21	NA	NA
3	F22	NA	NA
3	F23	NA	NA
3	F24	NA	NA
3	G01	NA	NA
3	G02	NA	NA
3	G03	PLK3	NM_004073
3	G04	FANCF	NM_022725
3	G05	EFNB3	NM_001406
3	G06	FANCG	NM_004629
3	G07	EPHB3	NM_004443
3	G08	FBXW7	NM_001013415
3	G09	PRKCB1	NM_002738
3	G10	FH	NM_000143
3	G11	DGKD	NM_003648
3	G12	HRPT2	NM_024529
3	G13	EPHB4	NM_004444
3	G14	SMAD4	NM_005359
3	G15	MGC45428	NM_001040261
3	G16	MAP2K4	NM_003010
3	G17	CHKB	NM_005198
3	G18	MEN1	NM_130801
3	G19	PRKAR2B	NM_002736
3	G20	MLH1	NM_000249
3	G21	PCK2	NM_004563
3	G22	MSH2	NM_000251
3	G23	NA	NA
3	G24	NA	NA
3	H01	NA	NA
3	H02	NA	NA
3	H03	NA	NA
3	H04	NA	NA
3	H05	NA	NA
3	H06	NA	NA
3	H07	NA	NA
3	H08	NA	NA
3	H09	NA	NA
3	H10	NA	NA
3	H11	NA	NA
3	H12	NA	NA
3	H13	NA	NA
3	H14	NA	NA
3	H15	NA	NA
3	H16	NA	NA
3	H17	NA	NA
3	H18	NA	NA
3	H19	NA	NA
3	H20	NA	NA
3	H21	NA	NA
3	H22	NA	NA
3	H23	NA	NA
3	H24	NA	NA
3	I01	NA	NA
3	I02	NA	NA
3	I03	AMHR2	NM_020547
3	I04	MSH6	NM_000179
3	I05	DUSP21	NM_022076
3	I06	MUTYH	NM_001048174
3	I07	CDKN2B	NM_004936
3	I08	NBS1	NM_002485
3	I09	DLG1	NM_001098424
3	I10	NF1	NM_000267
3	I11	C9ORF96	NM_153710
3	I12	NF2	NM_181831
3	I13	MAP2K1	NM_002755
3	I14	FLJ21816	NM_024675
3	I15	GALK2	NM_002044
3	I16	PHOX2B	NM_003924
3	I17	NTRK1	NM_001007792
3	I18	PIK3R1	NM_181504
3	I19	NME4	NM_005009
3	I20	PMS1	NM_000534
3	I21	BRAF	NM_004333
3	I22	PMS2	NM_000535
3	I23	NA	NA
3	I24	NA	NA
3	J01	NA	NA
3	J02	NA	NA
3	J03	NA	NA
3	J04	NA	NA
3	J05	NA	NA
3	J06	NA	NA
3	J07	NA	NA
3	J08	NA	NA
3	J09	NA	NA
3	J10	NA	NA
3	J11	NA	NA
3	J12	NA	NA
3	J13	NA	NA
3	J14	NA	NA
3	J15	NA	NA
3	J16	NA	NA
3	J17	NA	NA
3	J18	NA	NA
3	J19	NA	NA
3	J20	NA	NA
3	J21	NA	NA
3	J22	NA	NA
3	J23	NA	NA
3	J24	NA	NA
3	K01	NA	NA
3	K02	NA	NA
3	K03	PASK	NM_015148
3	K04	PTCH	NM_001083605
3	K05	HUS1	NM_004507
3	K06	PTEN	NM_000314
3	K07	TLK1	NM_012290
3	K08	RB1	NM_000321
3	K09	PFKM	NM_000289
3	K10	RECQL4	NM_004260
3	K11	PRKAA2	NM_006252
3	K12	SBDS	NM_016038
3	K13	ITPKB	NM_002221
3	K14	SDHB	NM_003000
3	K15	MPP3	NM_001932
3	K16	SDHC	NM_001035511
3	K17	CDK3	NM_001258
3	K18	SDHD	NM_003002
3	K19	PDPK1	NM_031268
3	K20	SMARCB1	NM_001007468
3	K21	C10ORF89	NM_153336
3	K22	SOCS1	NM_003745
3	K23	NA	NA
3	K24	NA	NA
3	L01	NA	NA
3	L02	NA	NA
3	L03	NA	NA
3	L04	NA	NA
3	L05	NA	NA
3	L06	NA	NA
3	L07	NA	NA
3	L08	NA	NA
3	L09	NA	NA
3	L10	NA	NA
3	L11	NA	NA
3	L12	NA	NA
3	L13	NA	NA
3	L14	NA	NA
3	L15	NA	NA
3	L16	NA	NA
3	L17	NA	NA
3	L18	NA	NA
3	L19	NA	NA
3	L20	NA	NA
3	L21	NA	NA
3	L22	NA	NA
3	L23	NA	NA
3	L24	NA	NA
3	M01	NA	NA
3	M02	NA	NA
3	M03	EPHA4	NM_004438
3	M04	STK11	NM_000455
3	M05	DCAMKL1	NM_004734
3	M06	SUFU	NM_016169
3	M07	GK2	NM_033214
3	M08	TCF1	NM_000545
3	M09	KUB3	NM_033276
3	M10	FAS	NM_152876
3	M11	TRPM7	NM_017672
3	M12	TP53	NM_000546
3	M13	MYLK	NM_053031
3	M14	TSC1	NM_001008567
3	M15	GUCY2F	NM_001522
3	M16	TSC2	NM_001077183
3	M17	GSK3B	NM_002093
3	M18	VHL	NM_000551
3	M19	MST1R	NM_002447
3	M20	WRN	NM_000553
3	M21	AK2	NM_001625
3	M22	WT1	NM_000378
3	M23	NA	NA
3	M24	NA	NA
3	N01	NA	NA
3	N02	NA	NA
3	N03	NA	NA
3	N04	NA	NA
3	N05	NA	NA
3	N06	NA	NA
3	N07	NA	NA
3	N08	NA	NA
3	N09	NA	NA
3	N10	NA	NA
3	N11	NA	NA
3	N12	NA	NA
3	N13	NA	NA
3	N14	NA	NA
3	N15	NA	NA
3	N16	NA	NA
3	N17	NA	NA
3	N18	NA	NA
3	N19	NA	NA
3	N20	NA	NA
3	N21	NA	NA
3	N22	NA	NA
3	N23	NA	NA
3	N24	NA	NA
3	O01	NA	NA
3	O02	NA	NA
3	O03	NEK7	NM_133494
3	O04	FLJ39827	NM_152424
3	O05	PRKWNK1	NM_018979
3	O06	XPA	NM_000380
3	O07	TSKS	NM_021733
3	O08	XPC	NM_004628
3	O09	STK19	NM_004197
3	O10	PRKAR1A	NM_002734
3	O11	MAPK12	NM_002969
3	O12	NA	NA
3	O13	GALK1	NM_000154
3	O14	NA	NA
3	O15	IPMK	NM_152230
3	O16	NA	NA
3	O17	PANK4	NM_018216
3	O18	NA	NA
3	O19	PRKACG	NM_002732
3	O20	NA	NA
3	O21	FLT1	NM_002019
3	O22	NA	NA
3	O23	NA	NA
3	O24	NA	NA
3	P01	NA	NA
3	P02	NA	NA
3	P03	NA	NA
3	P04	NA	NA
3	P05	NA	NA
3	P06	NA	NA
3	P07	NA	NA
3	P08	NA	NA
3	P09	NA	NA
3	P10	NA	NA
3	P11	NA	NA
3	P12	NA	NA
3	P13	NA	NA
3	P14	NA	NA
3	P15	NA	NA
3	P16	NA	NA
3	P17	NA	NA
3	P18	NA	NA
3	P19	NA	NA
3	P20	NA	NA
3	P21	NA	NA
3	P22	NA	NA
3	P23	NA	NA
3	P24	NA	NA
