Plate	Well	Conf	GeneID	Entrez_gene_ID
5	F07	sample	FLOT2	2319
3	O21	sample	FLT1	2321
1	J03	sample	FLT3	2322
5	F09	sample	FLT3	2322
1	F18	sample	FLT4	2324
1	G11	sample	FN3K	64122
7	A11	sample	FN3K	64122
1	P03	sample	FN3KRP	79672
5	F11	sample	FPR1	2357
1	I06	sample	FRAP1	2475
5	F15	sample	FRAP1	2475
2	K18	sample	FRDA	2395
5	F13	sample	FRDA	2395
2	D19	sample	FRK	2444
6	N11	sample	FTCD	10841
2	E11	sample	FUK	197258
2	N20	sample	FYN	2534
4	K13	sample	G6PC	2538
5	F17	sample	G6PC	2538
4	A06	sample	G6PC2	57818
7	A05	sample	G6PC2	57818
4	C17	sample	G6PC3	92579
5	F19	sample	G6PD	2539
6	P15	sample	GABARAP	11337
5	F21	sample	GAD1	2571
5	H03	sample	GAD2	2572
2	I12	sample	GAK	2580
5	H05	sample	GALE	2582
3	O13	sample	GALK1	2584
5	H07	sample	GALK1	2584
3	I15	sample	GALK2	2585
5	H09	sample	GALK2	2585
5	H11	sample	GALT	2592
5	H13	sample	GAMT	2593
5	H15	sample	GAPDH	2597
6	F08	sample	GAPDS	26330
5	H17	sample	GARS	2617
5	H19	sample	GART	2618
5	H21	sample	GAS2	2620
5	J03	sample	GATM	2628
7	A13	sample	GBL	64223
6	B12	sample	GCAT	23464
5	J05	sample	GCDH	2639
2	O16	sample	GCK	2645
5	J07	sample	GCK	2645
5	J17	sample	GCLC	2729
5	J09	sample	GCSH	2653
6	H21	sample	GDA	9615
7	B06	sample	GEN1	348654
5	J11	sample	GFPT1	2673
6	J07	sample	GFPT2	9945
7	P21	sample	GIYD1	548593
1	N12	sample	GK	2710
5	J13	sample	GK	2710
3	M07	sample	GK2	2712
5	J15	sample	GK2	2712
5	J19	sample	GLDC	2731
5	J21	sample	GLP1R	2740
5	L03	sample	GLS	2744
6	F16	sample	GLS2	27165
5	L05	sample	GLUD1	2746
5	L07	sample	GLUD2	2747
5	L09	sample	GLUL	2752
6	J12	sample	GMPR2	51292
6	F03	sample	GMPS	8833
5	L11	sample	GI1	
5	L13	sample	GI2	
5	L15	sample	GI3	
2	A15	sample	GNE	10020
6	J13	sample	GNE	10020
5	L17	sample	GNG11	2791
6	J11	sample	GNPDA1	10007
7	M09	sample	GNPDA2	132789
7	A19	sample	GNPT1	
1	I18	sample	GOLGA5	9950
5	L19	sample	GOT1	2805
5	L21	sample	GOT2	2806
6	D07	sample	GPAA1	8733
3	A10	sample	GPC3	2719
5	N03	sample	GPD1	2819
5	N05	sample	GPD2	2820
5	N07	sample	GPI	2821
5	N11	sample	GPT	2875
7	G13	sample	GPT2	84706
5	N13	sample	GRB2	2885
1	M21	sample	GRK1	6011
2	A09	sample	GRK4	2868
1	I05	sample	GRK5	2869
1	M09	sample	GRK6	2870
2	I18	sample	GRK7	131890
5	N17	sample	GRM2	2912
5	N19	sample	GRM3	2913
5	N21	sample	GRM4	2914
5	P03	sample	GRM7	2917
1	P20	sample	GSG2	83903
1	D21	sample	GSK3A	2931
3	M17	sample	GSK3B	29322932
5	P05	sample	GSK3B	29322932
5	P07	sample	GSR	2936
2	J10	sample	GTF2H1	2965
7	J05	sample	GTF2H1	2965
7	J07	sample	GTF2H2	2966
7	J09	sample	GTF2H3	2967
7	J11	sample	GTF2H4	2968
7	J13	sample	GTF2H5	404672
2	H14	sample	GUCY2C	2984
1	K14	sample	GUCY2D	3000
3	M15	sample	GUCY2F	2986
3	E03	sample	GUK1	2987
5	P09	sample	GYS1	2997
5	P11	sample	GYS2	2998
7	J06	sample	H2AFX	3014
5	P13	sample	HADH2	3028
5	P15	sample	HADHA	3030
5	P17	sample	HADHB	3032
5	P19	sample	HADHSC	3033
3	C11	sample	HAK	115701
5	P21	sample	HAL	3034
1	M16	sample	HCK	3055
6	J05	sample	HDAC9	9734
5	B04	sample	HDC	3067
7	N18	sample	HEL308	113510
5	B06	sample	HEXA	3073
5	B08	sample	HEXB	3074
6	P03	sample	HIBADH	11112
5	B10	sample	HIF1A	3091
6	P16	sample	HIF1AN	55662
1	P22	sample	HIPK1	204851
2	I11	sample	HIPK2	28996
1	P11	sample	HIPK3	10114
2	N14	sample	HIPK4	147746
1	C19	sample	HK1	3098
5	B12	sample	HK1	3098
1	G09	sample	HK2	3098
5	B14	sample	HK2	3099
2	C17	sample	HK3	3099
5	B16	sample	HK3	3101
5	B18	sample	HLCS	3141
5	B20	sample	HNF4A	3172
5	B22	sample	HNMT	3176
5	D04	sample	HOXA1	3198
5	D06	sample	HPRT1	3251
5	D08	sample	HRAS	3265
2	C07	sample	HRI	27102
3	G12	sample	HRPT2	79577
6	J06	sample	HSD17B12	51144
6	P13	sample	HSGT1	11319
1	N13	sample	HSMDPKIN	55561
1	J15	sample	HSPB8	26353
5	D10	sample	HSPCA	3320
2	N06	sample	HUNK	30811
3	K05	sample	HUS1	3364
7	P12	sample	HUS1	3364
2	G21	sample	ICK	22858
5	D12	sample	IDH1	3417
5	D14	sample	IDH2	3418
5	D16	sample	IDH3A	3419
5	D18	sample	IDH3B	3420
5	D20	sample	IDH3G	3421
5	D22	sample	IF1	
5	F04	sample	IFNG	3458
4	I06	sample	IGBP1	3476
1	H17	sample	IGF1R	3480
2	B22	sample	IGF2R	3482
2	K12	sample	IHPK1	9807
3	A13	sample	IHPK2	51447
2	D14	sample	IHPK3	117283
7	K11	sample	IHPK3	117283
2	G17	sample	IKBKAP	8518
2	L07	sample	IKBKB	3551
5	F06	sample	IKBKB	3551
2	C18	sample	IKBKE	9641
2	P22	sample	IKBKG	8517
3	A15	sample	ILK	3611
2	E05	sample	ILK-2	55522
4	O09	sample	ILKAP	80895
6	N19	sample	ILVBL	10994
4	D21	sample	IMPA1	3612
5	F08	sample	IMPA1	3612
4	C04	sample	IMPA2	3613
5	F10	sample	IMPDH1	3614
5	F12	sample	IMPDH2	3615
6	P07	sample	INMT	11185
4	D04	sample	INPP1	3628
4	I15	sample	INPP4A	3631
4	F15	sample	INPP4B	8821
4	G10	sample	INPP5A	3632
4	L07	sample	INPP5B	3633
4	N19	sample	INPP5D	3635
5	F14	sample	INPP5D	3635
4	M19	sample	INPP5E	56623
4	J17	sample	INPPL1	3636
2	N12	sample	INSR	3643
5	F16	sample	INSR	3643
2	B12	sample	INSRR	3645
3	O15	sample	IPMK	253430
1	A10	sample	IRAK1	3654
1	D16	sample	IRAK2	3656
2	L13	sample	IRAK3	11213
1	O16	sample	IRAK4	51135
5	F18	sample	IRS1	3667
1	J16	sample	ITK	3702
2	E03	sample	ITPK1	3705
1	B17	sample	ITPKA	3706
3	K13	sample	ITPKB	3707
1	C06	sample	ITPKC	80271
5	F20	sample	IVD	3712
2	L10	sample	JAK1	3716
1	B20	sample	JAK2	3717
1	H03	sample	JAK3	3718
2	H04	sample	JIK	51347
2	E19	sample	KALRN	8997
2	F03	sample	KCNH2	3757
1	K15	sample	KCNH8	131096
2	H09	sample	KDR	3791
3	C21	sample	KHK	3795
5	F22	sample	KHK	3795
4	M21	sample	KIAA0310	9919
4	C14	sample	KIAA0377	9677
6	J03	sample	KIAA0377	9677
6	B04	sample	KIAA0433	23262
1	P07	sample	KIAA0999	23387
1	G12	sample	KIAA1361	57551
1	K18	sample	KIAA1639	57729
3	E15	sample	KIAA1765	85443
1	A06	sample	KIAA1804	84451
1	G04	sample	KIAA1811	84446
2	P19	sample	KIAA1811	84446
7	G17	sample	KIAA1959	84959
2	O13	sample	KIAA2002	79834
1	K22	sample	KIT	3815
6	B13	sample	KMO	8564
3	I01	sample	KRAS	3845
3	K01	sample	KRAS	3845
4	I01	empty	KRAS	3845
4	I02	empty	KRAS	3845
4	I23	empty	KRAS	3845
4	I24	empty	KRAS	3845
4	J01	empty	KRAS	3845
4	J02	empty	KRAS	3845
4	J23	empty	KRAS	3845
4	J24	empty	KRAS	3845
4	K01	empty	KRAS	3845
4	K02	empty	KRAS	3845
4	K23	empty	KRAS	3845
4	K24	empty	KRAS	3845
4	L01	empty	KRAS	3845
4	L02	empty	KRAS	3845
4	L23	empty	KRAS	3845
4	L24	empty	KRAS	3845
5	I01	empty	KRAS	3845
5	I02	empty	KRAS	3845
5	I23	empty	KRAS	3845
5	I24	empty	KRAS	3845
5	J01	empty	KRAS	3845
5	J02	empty	KRAS	3845
5	J23	empty	KRAS	3845
5	J24	empty	KRAS	3845
5	K01	empty	KRAS	3845
5	K02	empty	KRAS	3845
5	K23	empty	KRAS	3845
5	K24	empty	KRAS	3845
5	L01	empty	KRAS	3845
5	L02	empty	KRAS	3845
5	L23	empty	KRAS	3845
5	L24	empty	KRAS	3845
6	I01	empty	KRAS	3845
6	I02	empty	KRAS	3845
6	I23	empty	KRAS	3845
6	I24	empty	KRAS	3845
6	J01	empty	KRAS	3845
6	J02	empty	KRAS	3845
6	J23	empty	KRAS	3845
6	J24	empty	KRAS	3845
6	K01	empty	KRAS	3845
6	K02	empty	KRAS	3845
6	K23	empty	KRAS	3845
6	K24	empty	KRAS	3845
6	L01	empty	KRAS	3845
6	L02	empty	KRAS	3845
6	L23	empty	KRAS	3845
6	L24	empty	KRAS	3845
7	I01	empty	KRAS	3845
7	I02	empty	KRAS	3845
7	I23	empty	KRAS	3845
7	I24	empty	KRAS	3845
7	J01	empty	KRAS	3845
7	J02	empty	KRAS	3845
7	J23	empty	KRAS	3845
7	J24	empty	KRAS	3845
7	K01	empty	KRAS	3845
7	K02	empty	KRAS	3845
7	K23	empty	KRAS	3845
7	K24	empty	KRAS	3845
7	L01	empty	KRAS	3845
7	L02	empty	KRAS	3845
7	L23	empty	KRAS	3845
7	L24	empty	KRAS	3845
5	H04	sample	KRAS2	3845
1	I13	sample	KSR	8844
1	N14	sample	KSR2	283455
3	M09	sample	KUB3	91419
2	A22	sample	LAK	80216
5	H06	sample	LAMP2	3920
1	G18	sample	LATS1	9113
1	B05	sample	LATS2	26524
1	D08	sample	LCK	3932
4	C16	sample	LCK	3932
5	H08	sample	LCK	3932
5	H10	sample	LDHA	3939
7	M21	sample	LDHAL6A	160287
7	I11	sample	LDHAL6B	92483
5	H12	sample	LDHB	3945
5	H14	sample	LDHC	3948
4	D12	sample	LHPP	64077
7	L07	sample	LIG1	3978
7	D09	sample	LIG3	3980
7	B14	sample	LIG4	3981
1	I07	sample	LIMK1	3984
2	A07	sample	LIMK2	3985
5	H16	sample	LIPE	3991
6	B07	sample	LIPF	8513
2	O10	sample	LMTK2	22853
2	L06	sample	LMTK3	114783
2	A11	sample	LOC340156	340156
2	D22	sample	LOC390226	390226
1	L08	sample	LOC91461	91461
5	H18	sample	LPL	4023
4	M10	sample	LPPR4	9890
2	C06	sample	LRRK1	79705
1	G07	sample	LRRK2	120892
2	E10	sample	LTK	4058
2	P07	sample	LYK5	92335
1	C05	sample	LYN	4067
7	D20	sample	MAD2L2	10459
2	P18	sample	MAGI-3	260425
2	F08	sample	MAK	4117
5	H20	sample	MAOA	4128
5	H22	sample	MAOB	4129
3	I13	sample	MAP2K1	5604
6	O09	sample	MAP2K1	5604
3	C15	sample	MAP2K2	5605
6	O11	sample	MAP2K2	5605
1	D06	sample	MAP2K3	5606
2	A04	sample	MAP2K4	6416
3	G16	sample	MAP2K4	6416
2	A20	sample	MAP2K5	5607
2	B05	sample	MAP2K6	5608
1	F22	sample	MAP2K7	5609
2	M05	sample	MAP3K1	4214
2	B11	sample	MAP3K10	4294
2	A03	sample	MAP3K11	4296
1	N03	sample	MAP3K12	7786
2	L09	sample	MAP3K13	9175
1	E17	sample	MAP3K14	9020
1	D19	sample	MAP3K15	389840
1	B03	sample	MAP3K2	10746
2	M18	sample	MAP3K3	4215
2	E20	sample	MAP3K4	4216
1	A16	sample	MAP3K5	4217
2	F12	sample	MAP3K6	9064
1	E19	sample	MAP3K7	6885
2	J05	sample	MAP3K7IP1	10454
1	L09	sample	MAP3K8	1326
1	K12	sample	MAP3K9	4293
2	N08	sample	MAP4K1	11184
2	P17	sample	MAP4K2	5871
3	E07	sample	MAP4K3	8491
1	I15	sample	MAP4K4	9448
1	K19	sample	MAP4K5	11183
1	H22	sample	MAPK1	5594
6	M21	sample	MAPK1	5594
3	C17	sample	MAPK10	5602
6	O07	sample	MAPK10	5602
2	A14	sample	MAPK11	5600
3	O11	sample	MAPK12	6300
2	D13	sample	MAPK13	5603
2	C10	sample	MAPK14	1432
5	K14	sample	MAPK14	1432
1	P15	sample	MAPK3	5595
1	C09	sample	MAPK4	5596
2	I16	sample	MAPK6	5597
1	K13	sample	MAPK7	5598
1	J22	sample	MAPK8	5599
6	O03	sample	MAPK8	5599
1	F09	sample	MAPK9	5601
6	O05	sample	MAPK9	5601
2	E08	sample	MAPKAPK2	9261
2	C09	sample	MAPKAPK3	7867
2	P08	sample	MAPKAPK5	8550
1	H06	sample	MARK1	4139
1	O13	sample	MARK2	2011
1	F06	sample	MARK3	4140
2	P14	sample	MARK4	57787
2	M04	sample	MAST2	23139
1	B11	sample	MAST3	23031
1	J04	sample	MAST4	375449
1	C11	sample	MASTL	84930
5	J04	sample	MAT1A	4143
5	J06	sample	MAT2A	4144
6	F22	sample	MAT2B	27430
1	P10	sample	MATK	4145
7	B07	sample	MBD4	8930
7	I09	sample	MCART1	92014
7	A06	sample	MCART6	401612
7	A09	sample	MCCC2	64087
7	G09	sample	MCEE	84693
7	P06	sample	MDC1	9656
5	J08	sample	MDH1	4190
5	J10	sample	MDH2	4191
5	J12	sample	ME1	4199
5	J14	sample	ME2	4200
6	N13	sample	ME3	10873
2	B04	sample	MELK	9833
3	G18	sample	MEN1	4221
2	O03	sample	MERTK	10461
2	N18	sample	MET	4233
5	J16	sample	MET	4233
7	E15	sample	MFTC	81034
4	D07	sample	MGC10067	134510
7	G19	sample	MGC14156	84992
2	G07	sample	MGC16169	93627
1	F08	sample	MGC42105	167359
3	G15	sample	MGC45428	166614
2	G04	sample	MGC4796	83931
2	H21	sample	MGC4796	83931
7	E09	sample	MGC5601	80724
1	H16	sample	MGC8407	79012
7	D19	sample	MGMT	4255
1	M15	sample	MIDORI	57538
1	E13	sample	MINK	50488
4	B05	sample	MINPP1	9562
4	I13	sample	MK-STYX	51657
1	L13	sample	MKNK1	8569
6	B15	sample	MKNK1	8569
1	M10	sample	MKNK2	2872
5	N09	sample	MKNK2	2872
1	C10	sample	MLCK	91807
3	G20	sample	MLH1	4292
7	F13	sample	MLH1	4292
7	F21	sample	MLH3	27030
6	B08	sample	MLYCD	23417
6	H22	sample	MMRP19	51074
7	L19	sample	MMS19	64210
7	J19	sample	MT1	
2	L15	sample	MOS	4342
7	B17	sample	MPG	4350
5	J20	sample	MPI	4351
1	J13	sample	MPP1	4354
1	D05	sample	MPP2	4355
3	K15	sample	MPP3	4356
7	P09	sample	MRE11A	4361
3	G22	sample	MSH2	4436
5	J22	sample	MSH2	4436
7	F07	sample	MSH2	4436
7	F09	sample	MSH3	4437
7	F17	sample	MSH4	4438
7	F19	sample	MSH5	4439
3	I04	sample	MSH6	2956
7	F11	sample	MSH6	2956
3	M19	sample	MST1R	4486
6	D08	sample	MTCH1	23787
6	D10	sample	MTCH2	23788
4	E15	sample	MTM1	4534
4	H07	sample	MTMR1	8776
6	D11	sample	MTMR1	8776
7	F20	sample	MTMR15	22909
4	H17	sample	MTMR2	8898
6	F13	sample	MTMR2	8898
4	F17	sample	MTMR3	8897
4	C13	sample	MTMR4	9110
4	O16	sample	MTMR6	9107
6	H03	sample	MTMR6	9107
4	K14	sample	MTMR7	9108
4	N03	sample	MTMR8	55613
4	B06	sample	MTMR9	66036
6	D16	sample	MTO1	25821
1	M07	sample	MULK	55750
7	P15	sample	MUS81	80198
1	H12	sample	MUSK	4593
5	L04	sample	MUT	4594
3	I06	sample	MUTYH	4595
7	B13	sample	MUTYH	4595
2	A19	sample	MVK	4598
3	M13	sample	MYLK	4638
1	G08	sample	MYLK2	85366
2	I21	sample	MYO3A	53904
1	A13	sample	MYO3B	140469
3	A03	sample	N4BP2	55728
1	A08	sample	GK	2710
6	P10	sample	GK	2710
6	L14	sample	NS	
7	P11	sample	NBN	4683
3	I08	sample	NBS1	4683
5	L06	sample	NDUFAB1	4706
5	L08	sample	NDUFS6	4726
7	B19	sample	NEIL1	79661
7	B21	sample	NEIL2	252969
7	D03	sample	NEIL3	55247
3	A05	sample	NEK1	4750
1	G10	sample	NEK11	79858
2	P06	sample	NEK2	4751
2	B19	sample	NEK3	4752
1	E14	sample	NEK4	6787
1	O07	sample	NEK5	341676
1	B19	sample	NEK6	10783
3	O03	sample	NEK7	140609
1	N10	sample	NEK8	284086
1	H19	sample	NEK9	91754
3	I10	sample	NF1	4763
3	I12	sample	NF2	4771
7	B20	sample	NHEJ1	79840
1	B08	sample	NLK	51701
2	M22	sample	NME1	4830
5	L10	sample	NME1	4830
2	F06	sample	NME2	4831
5	L12	sample	NME2	4831
1	G21	sample	NME3	4832
5	L14	sample	NME3	4832
3	I19	sample	NME4	4833
5	L16	sample	NME4	4833
1	E10	sample	NME5	8382
6	O18	sample	NME5	8382
2	F18	sample	NME6	10201
6	J21	sample	NME6	10201
2	B09	sample	NME7	29922
6	H08	sample	NME7	29922
6	B14	sample	NNT	23530
5	L18	sample	NOS1	4842
5	L20	sample	NOS2A	4843
5	L22	sample	NOS3	4846
5	N04	sample	NP	4860
7	E11	sample	NPL	80896
1	I16	sample	NPR2	4882
5	N06	sample	NRAS	4893
3	A19	sample	NRBP	29959
2	O21	sample	NRBP2	340371
2	P10	sample	NRK	203447
4	A12	sample	NT5C	30833
4	O17	sample	NT5C1A	84618
4	I14	sample	NT5C1B	93034
4	H05	sample	NT5C2	22978
4	K11	sample	NT5C3	51251
4	O12	sample	NT5E	4907
4	A13	sample	NT5M	56953
7	M05	sample	NTAN1	123803
7	B15	sample	NTHL1	4913
3	I17	sample	NTRK1	4914
2	F07	sample	NTRK2	4915
2	O08	sample	NTRK3	4916
2	O07	sample	NUCKS	64710
4	G21	sample	NUDT1	4521
7	B22	sample	NUDT1	4521
4	B22	sample	NUDT11	55190
4	I20	sample	NUDT12	83594
4	E05	sample	NUDT14	256281
4	G07	sample	NUDT15	55270
4	P07	sample	NUDT2	318
4	O15	sample	NUDT3	11165
4	K04	sample	NUDT4	11163
4	O04	sample	NUDT5	11164
4	L15	sample	NUDT9	53343
1	N18	sample	NUP62	23636
1	P19	sample	NYD-SP25	89882
5	N08	sample	OAT	4942
7	N22	sample	OBFC2B	79035
4	H15	sample	OCRL	4952
5	N10	sample	ODC1	4953
5	N12	sample	OGDH	4967
7	B11	sample	OGG1	4968
2	O15	sample	OSR1	9943
5	N14	sample	OTC	5009
5	N16	sample	OVGP1	5016
5	N18	sample	OXCT1	5019
1	B07	sample	P101-PI3K	23533
6	B16	sample	P101-PI3K	23533
2	L05	sample	PACE-1	57147
2	K17	sample	PACSIN1	29993
5	N20	sample	PAFAH1B1	5048
5	N22	sample	PAH	5053
6	N07	sample	PAICS	10606
1	N04	sample	PAK1	5058
2	D20	sample	PAK2	5062
2	B08	sample	PAK3	5063
1	H20	sample	PAK4	10298
1	N21	sample	PAK6	56924
2	H08	sample	PAK7	57144
7	N04	sample	PALB2	79728
4	L11	sample	PALD	27143
1	K05	sample	PANK1	53354
2	K06	sample	PANK2	80025
2	G22	sample	PANK3	79646
3	O17	sample	PANK4	55229
1	C07	sample	PAPSS1	9061
1	E04	sample	PAPSS2	9060
7	D15	sample	PARP1	142
7	D17	sample	PARP2	10038
3	K03	sample	PASK	23178
5	P04	sample	PAX2	5076
5	P06	sample	PBX1	5087
5	P08	sample	PC	5091
5	P10	sample	PCCB	5096
2	N11	sample	PCK1	5105
5	P12	sample	PCK1	5105
3	G21	sample	PCK2	5106
5	P14	sample	PCK2	5106
7	D16	sample	PC	5091
2	E18	sample	PCTK1	5127
2	N10	sample	PCTK2	5128
1	O18	sample	PCTK3	5129
5	P16	sample	PDE3A	5139
5	P18	sample	PDE3B	5140
5	P20	sample	PDGFA	5154
5	P22	sample	PDGFB	5155
2	H20	sample	PDGFRA	5156
6	A03	sample	PDGFRA	5156
2	K07	sample	PDGFRB	5159
1	I08	sample	PDGFRL	5157
6	A05	sample	PDHA1	5160
6	A07	sample	PDHA2	5161
6	A09	sample	PDHB	5162
1	F13	sample	PDIK1L	149420
2	P21	sample	PDK1	5163
6	A11	sample	PDK1	5163
1	G06	sample	PDK2	5164
1	L16	sample	PDK3	5165
2	J16	sample	PDK4	5166
4	F13	sample	PDP2	57546
3	K19	sample	PDPK1	5170
6	A13	sample	PDPK1	5170
1	N08	sample	PDXK	8566
6	L05	sample	PEMT	10400
7	C10	sample	PER1	5187
6	A15	sample	PEX7	5191
6	A17	sample	PFAS	5198
2	B10	sample	PFKFB1	5207
4	A19	sample	PFKFB1	5207
6	A19	sample	PFKFB1	5207
2	P12	sample	PFKFB2	5208
4	A08	sample	PFKFB2	5208
1	B10	sample	PFKFB3	5209
4	K19	sample	PFKFB3	5209
6	A21	sample	PFKFB3	5209
2	J21	sample	PFKFB4	5210
4	A10	sample	PFKFB4	5210
6	C03	sample	PFKFB4	5210
2	N09	sample	PFKL	5211
6	C05	sample	PFKL	5211
3	K09	sample	PFKM	5213
6	C07	sample	PFKM	5213
1	G20	sample	PFKP	5214
6	C09	sample	PFKP	5214
1	E08	sample	PFTK1	5218
4	L13	sample	PGAM1	5223
6	C11	sample	PGAM1	5223
4	I19	sample	PGAM2	5224
6	C13	sample	PGAM2	5224
4	B19	sample	PGAM4	441531
7	C21	sample	PGAP1	80055
6	C15	sample	PGD	5226
3	E19	sample	PGK1	5230
6	C17	sample	PGK1	5230
2	A16	sample	PGK2	5232
6	C19	sample	PGK2	5232
6	D14	sample	PGLS	25796
6	C21	sample	PGM1	5236
6	P04	sample	PGM2	55276
7	O15	sample	PGM2L1	283209
6	E03	sample	PGM3	5238
6	D22	sample	PHGDH	26227
7	O19	sample	PHGDHL1	337867
2	G10	sample	PHKA1	5255
6	E07	sample	PHKA1	5255
1	M05	sample	PHKA2	5256
6	E09	sample	PHKA2	5256
1	M22	sample	PHKB	5257
6	E11	sample	PHKB	5257
2	E09	sample	PHKG1	5260
6	E13	sample	PHKG1	5260
1	K11	sample	PHKG2	5261
6	E15	sample	PHKG2	5261
3	I16	sample	PHOX2B	8929
4	I03	sample	PHPT1	29085
2	I05	sample	PI4K2B	55300
1	N07	sample	PI4KII	55361
4	G11	sample	PIB5PA	27124
6	E17	sample	PIGA	5277
6	H17	sample	PIGB	9488
6	E19	sample	PIGC	5279
6	E21	sample	PIGF	5281
6	G03	sample	PIGH	5283
6	J15	sample	PIGK	10026
6	H15	sample	PIGL	9487
7	I13	sample	PIGM	93183
6	B18	sample	PIGN	23556
7	G15	sample	PIGO	84720
6	F21	sample	PIGQ	9091
7	I15	sample	PIGS	94005
6	J20	sample	PIGT	51604
7	O17	sample	PIGW	284098
2	J06	sample	PIK3C2A	5268
6	G05	sample	PIK3C2A	5268
2	L18	sample	PIK3C2B	5287
1	L15	sample	PIK3C2G	5288
2	L14	sample	PIK3C3	5289
6	G07	sample	PIK3C3	5289
1	A04	sample	PIK3CA	5290
6	G09	sample	PIK3CA	5290
2	D21	sample	PIK3CB	5291
6	G11	sample	PIK3CB	5291
2	F10	sample	PIK3CD	5293
6	G13	sample	PIK3CD	5293
1	O12	sample	PIK3CG	5294
6	G15	sample	PIK3CG	5294
2	K21	sample	PIK3R1	5295
3	I18	sample	PIK3R1	5295
6	G17	sample	PIK3R1	5295
1	D14	sample	PIK3R2	5295
6	G19	sample	PIK3R2	5295
1	J08	sample	PIK3R3	8503
6	B05	sample	PIK3R3	8503
2	O14	sample	PIK3R4	30849
1	G15	sample	PIK4CA	5297
1	D13	sample	PIK4CB	5298
1	L19	sample	PIM1	5292
1	G05	sample	PIM2	11040
2	L04	sample	PIM3	415116
1	H10	sample	PINK1	65018
2	C22	sample	PIP5K1A	8394
2	G18	sample	PIP5K1B	8395
2	N07	sample	PIP5K1C	23396
1	J05	sample	PIP5K2A	5305
2	L17	sample	PIP5K2B	8396
1	N22	sample	PIP5K2C	79837
2	B16	sample	PIP5K3	200576
1	O05	sample	PIP5KL1	138429
6	J10	sample	PIPOX	51268
6	D06	sample	PISD	23761
6	G21	sample	PITX2	5308
2	G06	sample	PKIA	5569
2	A21	sample	PKIB	5570
2	H06	sample	PKLR	5313
6	I03	sample	PKLR	5313
1	O19	sample	PKM2	5313
6	I05	sample	PKM2	5313
2	L03	sample	PKMYT1	9088
1	K21	sample	PKN3	29941
6	I07	sample	PLAUR	5329
6	I09	sample	PLD2	5338
1	M01	pos	plk1	
1	M02	pos	plk1	
1	M23	pos	plk1	
1	M24	pos	plk1	
1	N01	pos	plk1	
1	N02	pos	plk1	
1	N23	pos	plk1	
1	N24	pos	plk1	
1	O01	pos	plk1	
1	O02	pos	plk1	
1	O23	pos	plk1	
1	O24	pos	plk1	
1	P01	pos	plk1	
1	P02	pos	plk1	
1	P23	pos	plk1	
1	P24	pos	plk1	
1	E11	sample	PLK1	5347
2	M01	pos	plk1	
2	M02	pos	plk1	
2	M23	pos	plk1	
2	M24	pos	plk1	
2	N01	pos	plk1	
2	N02	pos	plk1	
2	N23	pos	plk1	
2	N24	pos	plk1	
2	O01	pos	plk1	
2	O02	pos	plk1	
2	O23	pos	plk1	
2	O24	pos	plk1	
2	P01	pos	plk1	
2	P02	pos	plk1	
2	P23	pos	plk1	
2	P24	pos	plk1	
3	M01	pos	plk1	
3	M02	pos	plk1	
3	M23	pos	plk1	
3	M24	pos	plk1	
3	O01	pos	plk1	
3	O02	pos	plk1	
3	O23	pos	plk1	
3	O24	pos	plk1	
4	M01	pos	plk1	
4	M02	pos	plk1	
4	M23	pos	plk1	
4	M24	pos	plk1	
4	N01	pos	plk1	
4	N02	pos	plk1	
4	N23	pos	plk1	
4	N24	pos	plk1	
4	O01	pos	plk1	
4	O02	pos	plk1	
4	O23	pos	plk1	
4	O24	pos	plk1	
4	P01	pos	plk1	
4	P02	pos	plk1	
4	P23	pos	plk1	
4	P24	pos	plk1	
5	M01	pos	plk1	
5	M02	pos	plk1	
5	M23	pos	plk1	
5	M24	pos	plk1	
5	N01	pos	plk1	
5	N02	pos	plk1	
5	N23	pos	plk1	
5	N24	pos	plk1	
5	O01	pos	plk1	
5	O02	pos	plk1	
5	O23	pos	plk1	
5	O24	pos	plk1	
5	P01	pos	plk1	
5	P02	pos	plk1	
5	P23	pos	plk1	
5	P24	pos	plk1	
6	M01	pos	plk1	
6	M02	pos	plk1	
6	M23	pos	plk1	
6	M24	pos	plk1	
6	N01	pos	plk1	
6	N02	pos	plk1	
6	N23	pos	plk1	
6	N24	pos	plk1	
6	O01	pos	plk1	
6	O02	pos	plk1	
6	O23	pos	plk1	
6	O24	pos	plk1	
6	P01	pos	plk1	
6	P02	pos	plk1	
6	P23	pos	plk1	
6	P24	pos	plk1	
7	M01	pos	plk1	
7	M02	pos	plk1	
7	M23	pos	plk1	
7	M24	pos	plk1	
7	N01	pos	plk1	
7	N02	pos	plk1	
7	N23	pos	plk1	
7	N24	pos	plk1	
7	O01	pos	plk1	
7	O02	pos	plk1	
7	O23	pos	plk1	
7	O24	pos	plk1	
7	P01	pos	plk1	
7	P02	pos	plk1	
7	P23	pos	plk1	
7	P24	pos	plk1	
1	O09	sample	PLK2	10769
3	G03	sample	PLK3	1263
1	P09	sample	PLK4	10733
6	I11	sample	PMAIP1	5366
6	I13	sample	PMM2	5373
3	I20	sample	PMS1	5378
7	H03	sample	PMS1	5378
3	I22	sample	PMS2	5395
7	F15	sample	PMS2	5395
2	F15	sample	PMVK	10654
2	H16	sample	PNCK	139728
1	H09	sample	PNKP	11284
7	D13	sample	PNKP	11284
6	I15	sample	PNLIP	5406
