Plate	Well	Conf	GeneID	Entrez_gene_ID
7	L12	sample	FANCF	NA
3	G06	sample	FANCG	NA
7	L14	sample	FANCG	NA
7	L16	sample	FANCI	NA
7	L20	sample	FANCL	NA
7	L22	sample	FANCM	NA
3	M10	sample	FAS	NA
5	D17	sample	FASN	NA
1	J09	sample	FASTK	10922
4	G14	sample	FBP1	NA
5	D19	sample	FBP1	NA
4	G20	sample	FBP2	NA
3	G08	sample	FBXW7	NA
5	D21	sample	FDX1	NA
5	F03	sample	FDXR	NA
7	F18	sample	FEN1	NA
1	A19	sample	FER	2241
3	C07	sample	FES	2242
1	H07	sample	FGFR1	2260
2	B15	sample	FGFR2	2263
1	O14	sample	FGFR3	2261
2	N15	sample	FGFR4	2264
2	M20	sample	FGFRL1	53834
2	K09	sample	FGR	2268
3	G10	sample	FH	NA
5	F05	sample	FH	NA
1	H15	sample	FLJ10761	55224
2	A06	sample	FLJ13052	65220
6	N12	sample	FLJ20265	NA
6	P14	sample	FLJ20477	NA
6	N16	sample	FLJ20522	NA
6	N18	sample	FLJ20604	NA
3	I14	sample	FLJ21816	NA
7	C15	sample	FLJ21934	NA
4	M17	sample	FLJ22405	NA
2	I09	sample	FLJ23074	80122
1	H21	sample	FLJ23356	84197
1	L14	sample	FLJ23356	84197
4	G17	sample	FLJ23751	NA
2	C08	sample	FLJ25006	124923
4	M15	sample	FLJ25449	NA
4	C19	sample	FLJ32332	NA
1	C04	sample	FLJ32685	152110
1	C17	sample	FLJ34389	197259
7	M11	sample	FLJ34658	NA
7	H14	sample	FLJ35220	NA
3	O04	sample	FLJ39827	NA
6	L03	sample	FLOT1	NA
5	F07	sample	FLOT2	NA
3	O21	sample	FLT1	2321
1	J03	sample	FLT3	2322
5	F09	sample	FLT3	2322
1	F18	sample	FLT4	2324
1	G11	sample	FN3K	64122
7	A11	sample	FN3K	64122
1	P03	sample	FN3KRP	79672
5	F11	sample	FPR1	NA
1	I06	sample	FRAP1	2475
5	F15	sample	FRAP1	2475
2	K18	sample	FRDA	2395
5	F13	sample	FRDA	2395
2	D19	sample	FRK	2444
6	N11	sample	FTCD	NA
2	E11	sample	FUK	197258
2	N20	sample	FYN	2534
4	K13	sample	G6PC	NA
5	F17	sample	G6PC	NA
4	A06	sample	G6PC2	NA
7	A05	sample	G6PC2	NA
4	C17	sample	G6PC3	NA
5	F19	sample	G6PD	NA
6	P15	sample	GABARAP	NA
5	F21	sample	GAD1	NA
5	H03	sample	GAD2	NA
2	I12	sample	GAK	2580
5	H05	sample	GALE	NA
3	O13	sample	GALK1	2584
5	H07	sample	GALK1	2584
3	I15	sample	GALK2	2585
5	H09	sample	GALK2	2585
5	H11	sample	GALT	NA
5	H13	sample	GAMT	NA
5	H15	sample	GAPDH	NA
6	F08	sample	GAPDS	NA
5	H17	sample	GARS	NA
5	H19	sample	GART	NA
5	H21	sample	GAS2	NA
5	J03	sample	GATM	NA
7	A13	sample	GBL	NA
6	B12	sample	GCAT	NA
5	J05	sample	GCDH	NA
2	O16	sample	GCK	2645
5	J07	sample	GCK	2645
5	J17	sample	GCLC	NA
5	J09	sample	GCSH	NA
6	H21	sample	GDA	NA
7	B06	sample	GEN1	NA
5	J11	sample	GFPT1	NA
6	J07	sample	GFPT2	NA
7	P21	sample	GIYD1	NA
1	N12	sample	GK	2710
5	J13	sample	GK	2710
3	M07	sample	GK2	2712
5	J15	sample	GK2	2712
5	J19	sample	GLDC	NA
5	J21	sample	GLP1R	NA
5	L03	sample	GLS	NA
6	F16	sample	GLS2	NA
5	L05	sample	GLUD1	NA
5	L07	sample	GLUD2	NA
5	L09	sample	GLUL	NA
6	J12	sample	GMPR2	NA
6	F03	sample	GMPS	NA
5	L11	sample	GNAI1	NA
5	L13	sample	GNAI2	NA
5	L15	sample	GNAI3	NA
2	A15	sample	GNE	10020
6	J13	sample	GNE	10020
5	L17	sample	GNG11	NA
6	J11	sample	GNPDA1	NA
7	M09	sample	GNPDA2	NA
7	A19	sample	GNPNAT1	NA
1	I18	sample	GOLGA5	9950
5	L19	sample	GOT1	NA
5	L21	sample	GOT2	NA
6	D07	sample	GPAA1	NA
3	A10	sample	GPC3	NA
5	N03	sample	GPD1	NA
5	N05	sample	GPD2	NA
5	N07	sample	GPI	NA
5	N11	sample	GPT	NA
7	G13	sample	GPT2	NA
5	N13	sample	GRB2	NA
1	M21	sample	GRK1	6011
2	A09	sample	GRK4	2868
1	I05	sample	GRK5	2869
1	M09	sample	GRK6	2870
2	I18	sample	GRK7	131890
5	N17	sample	GRM2	NA
5	N19	sample	GRM3	NA
5	N21	sample	GRM4	NA
5	P03	sample	GRM7	NA
1	P20	sample	GSG2	83903
1	D21	sample	GSK3A	2931
3	M17	sample	GSK3B	2932
5	P05	sample	GSK3B	2932
5	P07	sample	GSR	NA
2	J10	sample	GTF2H1	2965
7	J05	sample	GTF2H1	2965
7	J07	sample	GTF2H2	NA
7	J09	sample	GTF2H3	NA
7	J11	sample	GTF2H4	NA
7	J13	sample	GTF2H5	NA
2	H14	sample	GUCY2C	2984
1	K14	sample	GUCY2D	3000
3	M15	sample	GUCY2F	2986
3	E03	sample	GUK1	2987
5	P09	sample	GYS1	NA
5	P11	sample	GYS2	NA
7	J06	sample	H2AFX	NA
5	P13	sample	HADH2	NA
5	P15	sample	HADHA	NA
5	P17	sample	HADHB	NA
5	P19	sample	HADHSC	NA
3	C11	sample	HAK	115701
5	P21	sample	HAL	NA
1	M16	sample	HCK	3055
6	J05	sample	HDAC9	NA
5	B04	sample	HDC	NA
7	N18	sample	HEL308	NA
5	B06	sample	HEXA	NA
5	B08	sample	HEXB	NA
6	P03	sample	HIBADH	NA
5	B10	sample	HIF1A	NA
6	P16	sample	HIF1AN	NA
1	P22	sample	HIPK1	204851
2	I11	sample	HIPK2	28996
1	P11	sample	HIPK3	10114
2	N14	sample	HIPK4	147746
1	C19	sample	HK1	3098
5	B12	sample	HK1	3098
1	G09	sample	HK2	3099
5	B14	sample	HK2	3099
2	C17	sample	HK3	3101
5	B16	sample	HK3	3101
5	B18	sample	HLCS	NA
5	B20	sample	HNF4A	NA
5	B22	sample	HNMT	NA
5	D04	sample	HOXA1	NA
5	D06	sample	HPRT1	NA
5	D08	sample	HRAS	NA
2	C07	sample	HRI	27102
3	G12	sample	HRPT2	NA
6	J06	sample	HSD17B12	NA
6	P13	sample	HSGT1	NA
1	N13	sample	HSMDPKIN	55561
1	J15	sample	HSPB8	26353
5	D10	sample	HSPCA	NA
2	N06	sample	HUNK	30811
3	K05	sample	HUS1	3364
7	P12	sample	HUS1	3364
2	G21	sample	ICK	22858
5	D12	sample	IDH1	NA
5	D14	sample	IDH2	NA
5	D16	sample	IDH3A	NA
5	D18	sample	IDH3B	NA
5	D20	sample	IDH3G	NA
5	D22	sample	IFNA1	NA
5	F04	sample	IFNG	NA
4	I06	sample	IGBP1	NA
1	H17	sample	IGF1R	3480
2	B22	sample	IGF2R	3482
2	K12	sample	IHPK1	9807
3	A13	sample	IHPK2	51447
2	D14	sample	IHPK3	117283
7	K11	sample	IHPK3	117283
2	G17	sample	IKBKAP	8518
2	L07	sample	IKBKB	3551
5	F06	sample	IKBKB	3551
2	C18	sample	IKBKE	9641
2	P22	sample	IKBKG	8517
3	A15	sample	ILK	3611
2	E05	sample	ILK-2	55522
4	O09	sample	ILKAP	NA
6	N19	sample	ILVBL	NA
4	D21	sample	IMPA1	NA
5	F08	sample	IMPA1	NA
4	C04	sample	IMPA2	NA
5	F10	sample	IMPDH1	NA
5	F12	sample	IMPDH2	NA
6	P07	sample	INMT	NA
4	D04	sample	INPP1	NA
4	I15	sample	INPP4A	NA
4	F15	sample	INPP4B	NA
4	G10	sample	INPP5A	NA
4	L07	sample	INPP5B	NA
4	N19	sample	INPP5D	NA
5	F14	sample	INPP5D	NA
4	M19	sample	INPP5E	NA
4	J17	sample	INPPL1	NA
2	N12	sample	INSR	3643
5	F16	sample	INSR	3643
2	B12	sample	INSRR	3645
3	O15	sample	IPMK	253430
1	A10	sample	IRAK1	3654
1	D16	sample	IRAK2	3656
2	L13	sample	IRAK3	11213
1	O16	sample	IRAK4	51135
5	F18	sample	IRS1	NA
1	J16	sample	ITK	3702
2	E03	sample	ITPK1	3705
1	B17	sample	ITPKA	3706
3	K13	sample	ITPKB	3707
1	C06	sample	ITPKC	80271
5	F20	sample	IVD	NA
2	L10	sample	JAK1	3716
1	B20	sample	JAK2	3717
1	H03	sample	JAK3	3718
2	H04	sample	JIK	51347
2	E19	sample	KALRN	8997
2	F03	sample	KCNH2	3757
1	K15	sample	KCNH8	131096
2	H09	sample	KDR	3791
3	C21	sample	KHK	3795
5	F22	sample	KHK	3795
4	M21	sample	KIAA0310	NA
4	C14	sample	KIAA0377	NA
6	J03	sample	KIAA0377	NA
6	B04	sample	KIAA0433	NA
1	P07	sample	KIAA0999	23387
1	G12	sample	KIAA1361	57551
1	K18	sample	KIAA1639	57729
3	E15	sample	KIAA1765	85443
1	A06	sample	KIAA1804	84451
1	G04	sample	KIAA1811	84446
2	P19	sample	KIAA1811	84446
7	G17	sample	KIAA1959	NA
2	O13	sample	KIAA2002	79834
1	K22	sample	KIT	3815
6	B13	sample	KMO	NA
3	I01	sample	KRAS	NA
3	K01	sample	KRAS	NA
4	I01	empty	KRAS	NA
4	I02	empty	KRAS	NA
4	I23	empty	KRAS	NA
4	I24	empty	KRAS	NA
4	J01	empty	KRAS	NA
4	J02	empty	KRAS	NA
4	J23	empty	KRAS	NA
4	J24	empty	KRAS	NA
4	K01	empty	KRAS	NA
4	K02	empty	KRAS	NA
4	K23	empty	KRAS	NA
4	K24	empty	KRAS	NA
4	L01	empty	KRAS	NA
4	L02	empty	KRAS	NA
4	L23	empty	KRAS	NA
4	L24	empty	KRAS	NA
5	I01	empty	KRAS	NA
5	I02	empty	KRAS	NA
5	I23	empty	KRAS	NA
5	I24	empty	KRAS	NA
5	J01	empty	KRAS	NA
5	J02	empty	KRAS	NA
5	J23	empty	KRAS	NA
5	J24	empty	KRAS	NA
5	K01	empty	KRAS	NA
5	K02	empty	KRAS	NA
5	K23	empty	KRAS	NA
5	K24	empty	KRAS	NA
5	L01	empty	KRAS	NA
5	L02	empty	KRAS	NA
5	L23	empty	KRAS	NA
5	L24	empty	KRAS	NA
6	I01	empty	KRAS	NA
6	I02	empty	KRAS	NA
6	I23	empty	KRAS	NA
6	I24	empty	KRAS	NA
6	J01	empty	KRAS	NA
6	J02	empty	KRAS	NA
6	J23	empty	KRAS	NA
6	J24	empty	KRAS	NA
6	K01	empty	KRAS	NA
6	K02	empty	KRAS	NA
6	K23	empty	KRAS	NA
6	K24	empty	KRAS	NA
6	L01	empty	KRAS	NA
6	L02	empty	KRAS	NA
6	L23	empty	KRAS	NA
6	L24	empty	KRAS	NA
7	I01	empty	KRAS	NA
7	I02	empty	KRAS	NA
7	I23	empty	KRAS	NA
7	I24	empty	KRAS	NA
7	J01	empty	KRAS	NA
7	J02	empty	KRAS	NA
7	J23	empty	KRAS	NA
7	J24	empty	KRAS	NA
7	K01	empty	KRAS	NA
7	K02	empty	KRAS	NA
7	K23	empty	KRAS	NA
7	K24	empty	KRAS	NA
7	L01	empty	KRAS	NA
7	L02	empty	KRAS	NA
7	L23	empty	KRAS	NA
7	L24	empty	KRAS	NA
5	H04	sample	KRAS2	NA
1	I13	sample	KSR	8844
1	N14	sample	KSR2	283455
3	M09	sample	KUB3	91419
2	A22	sample	LAK	80216
5	H06	sample	LAMP2	NA
1	G18	sample	LATS1	9113
1	B05	sample	LATS2	26524
1	D08	sample	LCK	3932
4	C16	sample	LCK	3932
5	H08	sample	LCK	3932
5	H10	sample	LDHA	NA
7	M21	sample	LDHAL6A	NA
7	I11	sample	LDHAL6B	NA
5	H12	sample	LDHB	NA
5	H14	sample	LDHC	NA
4	D12	sample	LHPP	NA
7	L07	sample	LIG1	NA
7	D09	sample	LIG3	NA
7	B14	sample	LIG4	NA
1	I07	sample	LIMK1	3984
2	A07	sample	LIMK2	3985
5	H16	sample	LIPE	NA
6	B07	sample	LIPF	NA
2	O10	sample	LMTK2	22853
2	L06	sample	LMTK3	114783
2	A11	sample	LOC340156	340156
2	D22	sample	LOC390226	390226
1	L08	sample	LOC91461	91461
5	H18	sample	LPL	NA
4	M10	sample	LPPR4	NA
2	C06	sample	LRRK1	79705
1	G07	sample	LRRK2	120892
2	E10	sample	LTK	4058
2	P07	sample	LYK5	92335
1	C05	sample	LYN	4067
7	D20	sample	MAD2L2	NA
2	P18	sample	MAGI-3	260425
2	F08	sample	MAK	4117
5	H20	sample	MAOA	NA
5	H22	sample	MAOB	NA
3	I13	sample	MAP2K1	5604
6	O09	sample	MAP2K1	5604
3	C15	sample	MAP2K2	5605
6	O11	sample	MAP2K2	5605
1	D06	sample	MAP2K3	5606
2	A04	sample	MAP2K4	6416
3	G16	sample	MAP2K4	6416
2	A20	sample	MAP2K5	5607
2	B05	sample	MAP2K6	5608
1	F22	sample	MAP2K7	5609
2	M05	sample	MAP3K1	4214
2	B11	sample	MAP3K10	4294
2	A03	sample	MAP3K11	4296
1	N03	sample	MAP3K12	7786
2	L09	sample	MAP3K13	9175
1	E17	sample	MAP3K14	9020
1	D19	sample	MAP3K15	389840
1	B03	sample	MAP3K2	10746
2	M18	sample	MAP3K3	4215
2	E20	sample	MAP3K4	4216
1	A16	sample	MAP3K5	4217
2	F12	sample	MAP3K6	9064
1	E19	sample	MAP3K7	6885
2	J05	sample	MAP3K7IP1	10454
1	L09	sample	MAP3K8	1326
1	K12	sample	MAP3K9	4293
2	N08	sample	MAP4K1	11184
2	P17	sample	MAP4K2	5871
3	E07	sample	MAP4K3	8491
1	I15	sample	MAP4K4	9448
1	K19	sample	MAP4K5	11183
1	H22	sample	MAPK1	5594
6	M21	sample	MAPK1	5594
3	C17	sample	MAPK10	5602
6	O07	sample	MAPK10	5602
2	A14	sample	MAPK11	5600
3	O11	sample	MAPK12	6300
2	D13	sample	MAPK13	5603
2	C10	sample	MAPK14	1432
5	K14	sample	MAPK14	1432
1	P15	sample	MAPK3	5595
1	C09	sample	MAPK4	5596
2	I16	sample	MAPK6	5597
1	K13	sample	MAPK7	5598
1	J22	sample	MAPK8	5599
6	O03	sample	MAPK8	5599
1	F09	sample	MAPK9	5601
6	O05	sample	MAPK9	5601
2	E08	sample	MAPKAPK2	9261
2	C09	sample	MAPKAPK3	7867
2	P08	sample	MAPKAPK5	8550
1	H06	sample	MARK1	4139
1	O13	sample	MARK2	2011
1	F06	sample	MARK3	4140
2	P14	sample	MARK4	57787
2	M04	sample	MAST2	23139
1	B11	sample	MAST3	23031
1	J04	sample	MAST4	375449
1	C11	sample	MASTL	84930
5	J04	sample	MAT1A	NA
5	J06	sample	MAT2A	NA
6	F22	sample	MAT2B	NA
1	P10	sample	MATK	4145
7	B07	sample	MBD4	NA
7	I09	sample	MCART1	NA
7	A06	sample	MCART6	NA
7	A09	sample	MCCC2	NA
7	G09	sample	MCEE	NA
7	P06	sample	MDC1	NA
5	J08	sample	MDH1	NA
5	J10	sample	MDH2	NA
5	J12	sample	ME1	NA
5	J14	sample	ME2	NA
6	N13	sample	ME3	NA
2	B04	sample	MELK	9833
3	G18	sample	MEN1	NA
2	O03	sample	MERTK	10461
2	N18	sample	MET	4233
5	J16	sample	MET	4233
7	E15	sample	MFTC	NA
4	D07	sample	MGC10067	NA
7	G19	sample	MGC14156	NA
2	G07	sample	MGC16169	93627
1	F08	sample	MGC42105	167359
3	G15	sample	MGC45428	166614
2	G04	sample	MGC4796	83931
2	H21	sample	MGC4796	83931
7	E09	sample	MGC5601	NA
1	H16	sample	MGC8407	79012
7	D19	sample	MGMT	NA
1	M15	sample	MIDORI	57538
1	E13	sample	MINK	50488
4	B05	sample	MINPP1	NA
4	I13	sample	MK-STYX	NA
1	L13	sample	MKNK1	8569
6	B15	sample	MKNK1	8569
1	M10	sample	MKNK2	2872
5	N09	sample	MKNK2	2872
1	C10	sample	MLCK	91807
3	G20	sample	MLH1	NA
7	F13	sample	MLH1	NA
7	F21	sample	MLH3	NA
6	B08	sample	MLYCD	NA
6	H22	sample	MMRP19	NA
7	L19	sample	MMS19	NA
7	J19	sample	MNAT1	NA
2	L15	sample	MOS	4342
7	B17	sample	MPG	NA
5	J20	sample	MPI	NA
1	J13	sample	MPP1	4354
1	D05	sample	MPP2	4355
3	K15	sample	MPP3	4356
7	P09	sample	MRE11A	NA
3	G22	sample	MSH2	NA
5	J22	sample	MSH2	NA
7	F07	sample	MSH2	NA
7	F09	sample	MSH3	NA
7	F17	sample	MSH4	NA
7	F19	sample	MSH5	NA
3	I04	sample	MSH6	NA
7	F11	sample	MSH6	NA
3	M19	sample	MST1R	4486
6	D08	sample	MTCH1	NA
6	D10	sample	MTCH2	NA
4	E15	sample	MTM1	NA
4	H07	sample	MTMR1	NA
6	D11	sample	MTMR1	NA
7	F20	sample	MTMR15	NA
4	H17	sample	MTMR2	NA
6	F13	sample	MTMR2	NA
4	F17	sample	MTMR3	NA
4	C13	sample	MTMR4	NA
4	O16	sample	MTMR6	NA
6	H03	sample	MTMR6	NA
4	K14	sample	MTMR7	NA
4	N03	sample	MTMR8	NA
4	B06	sample	MTMR9	NA
6	D16	sample	MTO1	NA
1	M07	sample	MULK	55750
7	P15	sample	MUS81	NA
1	H12	sample	MUSK	4593
5	L04	sample	MUT	NA
3	I06	sample	MUTYH	NA
7	B13	sample	MUTYH	NA
2	A19	sample	MVK	4598
3	M13	sample	MYLK	4638
1	G08	sample	MYLK2	85366
2	I21	sample	MYO3A	53904
1	A13	sample	MYO3B	140469
3	A03	sample	N4BP2	55728
1	A08	sample	NAGK	55577
6	P10	sample	NAGK	55577
6	L14	sample	NANS	NA
7	P11	sample	NBN	NA
3	I08	sample	NBS1	NA
5	L06	sample	NDUFAB1	NA
5	L08	sample	NDUFS6	NA
7	B19	sample	NEIL1	NA
7	B21	sample	NEIL2	NA
7	D03	sample	NEIL3	NA
3	A05	sample	NEK1	4750
1	G10	sample	NEK11	79858
2	P06	sample	NEK2	4751
2	B19	sample	NEK3	4752
1	E14	sample	NEK4	6787
1	O07	sample	NEK5	341676
1	B19	sample	NEK6	10783
3	O03	sample	NEK7	140609
1	N10	sample	NEK8	284086
1	H19	sample	NEK9	91754
3	I10	sample	NF1	NA
3	I12	sample	NF2	NA
7	B20	sample	NHEJ1	NA
1	B08	sample	NLK	51701
2	M22	sample	NME1	4830
5	L10	sample	NME1	4830
2	F06	sample	NME2	4831
5	L12	sample	NME2	4831
1	G21	sample	NME3	4832
5	L14	sample	NME3	4832
3	I19	sample	NME4	4833
5	L16	sample	NME4	4833
1	E10	sample	NME5	8382
6	O18	sample	NME5	8382
2	F18	sample	NME6	10201
6	J21	sample	NME6	10201
2	B09	sample	NME7	29922
6	H08	sample	NME7	29922
6	B14	sample	NNT	NA
5	L18	sample	NOS1	NA
5	L20	sample	NOS2A	NA
5	L22	sample	NOS3	NA
5	N04	sample	NP	NA
7	E11	sample	NPL	NA
1	I16	sample	NPR2	4882
5	N06	sample	NRAS	NA
3	A19	sample	NRBP	29959
2	O21	sample	NRBP2	340371
2	P10	sample	NRK	203447
4	A12	sample	NT5C	NA
4	O17	sample	NT5C1A	NA
4	I14	sample	NT5C1B	NA
4	H05	sample	NT5C2	NA
4	K11	sample	NT5C3	NA
4	O12	sample	NT5E	NA
4	A13	sample	NT5M	NA
7	M05	sample	NTAN1	NA
7	B15	sample	NTHL1	NA
3	I17	sample	NTRK1	4914
2	F07	sample	NTRK2	4915
2	O08	sample	NTRK3	4916
2	O07	sample	NUCKS	64710
4	G21	sample	NUDT1	NA
7	B22	sample	NUDT1	NA
4	B22	sample	NUDT11	NA
4	I20	sample	NUDT12	NA
4	E05	sample	NUDT14	NA
4	G07	sample	NUDT15	NA
4	P07	sample	NUDT2	NA
4	O15	sample	NUDT3	NA
4	K04	sample	NUDT4	NA
4	O04	sample	NUDT5	NA
4	L15	sample	NUDT9	NA
1	N18	sample	NUP62	23636
1	P19	sample	NYD-SP25	89882
5	N08	sample	OAT	NA
7	N22	sample	OBFC2B	NA
4	H15	sample	OCRL	NA
5	N10	sample	ODC1	NA
5	N12	sample	OGDH	NA
7	B11	sample	OGG1	NA
2	O15	sample	OSR1	9943
5	N14	sample	OTC	NA
5	N16	sample	OVGP1	NA
5	N18	sample	OXCT1	NA
1	B07	sample	P101-PI3K	23533
6	B16	sample	P101-PI3K	23533
2	L05	sample	PACE-1	57147
2	K17	sample	PACSIN1	29993
5	N20	sample	PAFAH1B1	NA
5	N22	sample	PAH	NA
6	N07	sample	PAICS	NA
1	N04	sample	PAK1	5058
2	D20	sample	PAK2	5062
2	B08	sample	PAK3	5063
1	H20	sample	PAK4	10298
1	N21	sample	PAK6	56924
2	H08	sample	PAK7	57144
7	N04	sample	PALB2	NA
4	L11	sample	PALD	NA
1	K05	sample	PANK1	53354
2	K06	sample	PANK2	80025
2	G22	sample	PANK3	79646
3	O17	sample	PANK4	55229
1	C07	sample	PAPSS1	9061
1	E04	sample	PAPSS2	9060
7	D15	sample	PARP1	NA
7	D17	sample	PARP2	NA
3	K03	sample	PASK	23178
5	P04	sample	PAX2	NA
5	P06	sample	PBX1	NA
5	P08	sample	PC	NA
5	P10	sample	PCCB	NA
2	N11	sample	PCK1	5105
5	P12	sample	PCK1	5105
3	G21	sample	PCK2	5106
5	P14	sample	PCK2	5106
7	D16	sample	PCNA	NA
2	E18	sample	PCTK1	5127
2	N10	sample	PCTK2	5128
1	O18	sample	PCTK3	5129
5	P16	sample	PDE3A	NA
5	P18	sample	PDE3B	NA
5	P20	sample	PDGFA	NA
5	P22	sample	PDGFB	NA
2	H20	sample	PDGFRA	5156
6	A03	sample	PDGFRA	5156
2	K07	sample	PDGFRB	5159
1	I08	sample	PDGFRL	5157
6	A05	sample	PDHA1	NA
6	A07	sample	PDHA2	NA
6	A09	sample	PDHB	NA
1	F13	sample	PDIK1L	149420
2	P21	sample	PDK1	5163
6	A11	sample	PDK1	5163
1	G06	sample	PDK2	5164
1	L16	sample	PDK3	5165
2	J16	sample	PDK4	5166
4	F13	sample	PDP2	NA
3	K19	sample	PDPK1	5170
6	A13	sample	PDPK1	5170
1	N08	sample	PDXK	8566
6	L05	sample	PEMT	NA
7	C10	sample	PER1	NA
6	A15	sample	PEX7	NA
6	A17	sample	PFAS	NA
2	B10	sample	PFKFB1	5207
4	A19	sample	PFKFB1	5207
6	A19	sample	PFKFB1	5207
2	P12	sample	PFKFB2	5208
4	A08	sample	PFKFB2	5208
1	B10	sample	PFKFB3	5209
4	K19	sample	PFKFB3	5209
6	A21	sample	PFKFB3	5209
2	J21	sample	PFKFB4	5210
4	A10	sample	PFKFB4	5210
6	C03	sample	PFKFB4	5210
2	N09	sample	PFKL	5211
6	C05	sample	PFKL	5211
3	K09	sample	PFKM	5213
6	C07	sample	PFKM	5213
1	G20	sample	PFKP	5214
6	C09	sample	PFKP	5214
1	E08	sample	PFTK1	5218
4	L13	sample	PGAM1	NA
6	C11	sample	PGAM1	NA
4	I19	sample	PGAM2	NA
6	C13	sample	PGAM2	NA
4	B19	sample	PGAM4	NA
7	C21	sample	PGAP1	NA
6	C15	sample	PGD	NA
3	E19	sample	PGK1	5230
6	C17	sample	PGK1	5230
2	A16	sample	PGK2	5232
6	C19	sample	PGK2	5232
6	D14	sample	PGLS	NA
6	C21	sample	PGM1	NA
6	P04	sample	PGM2	NA
7	O15	sample	PGM2L1	NA
6	E03	sample	PGM3	NA
6	D22	sample	PHGDH	NA
7	O19	sample	PHGDHL1	NA
2	G10	sample	PHKA1	5255
6	E07	sample	PHKA1	5255
1	M05	sample	PHKA2	5256
6	E09	sample	PHKA2	5256
1	M22	sample	PHKB	5257
6	E11	sample	PHKB	5257
2	E09	sample	PHKG1	5260
6	E13	sample	PHKG1	5260
1	K11	sample	PHKG2	5261
6	E15	sample	PHKG2	5261
3	I16	sample	PHOX2B	NA
4	I03	sample	PHPT1	NA
2	I05	sample	PI4K2B	55300
1	N07	sample	PI4KII	55361
4	G11	sample	PIB5PA	NA
6	E17	sample	PIGA	NA
6	H17	sample	PIGB	NA
6	E19	sample	PIGC	NA
6	E21	sample	PIGF	NA
6	G03	sample	PIGH	NA
6	J15	sample	PIGK	NA
6	H15	sample	PIGL	NA
7	I13	sample	PIGM	NA
6	B18	sample	PIGN	NA
7	G15	sample	PIGO	NA
6	F21	sample	PIGQ	NA
7	I15	sample	PIGS	NA
6	J20	sample	PIGT	NA
7	O17	sample	PIGW	NA
2	J06	sample	PIK3C2A	5286
6	G05	sample	PIK3C2A	5286
2	L18	sample	PIK3C2B	5287
1	L15	sample	PIK3C2G	5288
2	L14	sample	PIK3C3	5289
6	G07	sample	PIK3C3	5289
1	A04	sample	PIK3CA	5290
6	G09	sample	PIK3CA	5290
2	D21	sample	PIK3CB	5291
6	G11	sample	PIK3CB	5291
2	F10	sample	PIK3CD	5293
6	G13	sample	PIK3CD	5293
1	O12	sample	PIK3CG	5294
6	G15	sample	PIK3CG	5294
2	K21	sample	PIK3R1	5295
3	I18	sample	PIK3R1	5295
6	G17	sample	PIK3R1	5295
1	D14	sample	PIK3R2	5296
6	G19	sample	PIK3R2	5296
1	J08	sample	PIK3R3	8503
6	B05	sample	PIK3R3	8503
2	O14	sample	PIK3R4	30849
1	G15	sample	PIK4CA	5297
1	D13	sample	PIK4CB	5298
1	L19	sample	PIM1	5292
1	G05	sample	PIM2	11040
2	L04	sample	PIM3	415116
1	H10	sample	PINK1	65018
2	C22	sample	PIP5K1A	8394
2	G18	sample	PIP5K1B	8395
2	N07	sample	PIP5K1C	23396
1	J05	sample	PIP5K2A	5305
2	L17	sample	PIP5K2B	8396
1	N22	sample	PIP5K2C	79837
2	B16	sample	PIP5K3	200576
1	O05	sample	PIP5KL1	138429
6	J10	sample	PIPOX	NA
6	D06	sample	PISD	NA
6	G21	sample	PITX2	NA
2	G06	sample	PKIA	5569
2	A21	sample	PKIB	5570
2	H06	sample	PKLR	5313
6	I03	sample	PKLR	5313
1	O19	sample	PKM2	5315
6	I05	sample	PKM2	5315
2	L03	sample	PKMYT1	9088
1	K21	sample	PKN3	29941
6	I07	sample	PLAUR	NA
6	I09	sample	PLD2	NA
1	M01	pos	plk1	NA
1	M02	pos	plk1	NA
1	M23	pos	plk1	NA
1	M24	pos	plk1	NA
1	N01	pos	plk1	NA
1	N02	pos	plk1	NA
1	N23	pos	plk1	NA
1	N24	pos	plk1	NA
1	O01	pos	plk1	NA
1	O02	pos	plk1	NA
1	O23	pos	plk1	NA
1	O24	pos	plk1	NA
1	P01	pos	plk1	NA
1	P02	pos	plk1	NA
1	P23	pos	plk1	NA
1	P24	pos	plk1	NA
1	E11	sample	PLK1	5347
2	M01	pos	plk1	NA
2	M02	pos	plk1	NA
2	M23	pos	plk1	NA
2	M24	pos	plk1	NA
2	N01	pos	plk1	NA
2	N02	pos	plk1	NA
2	N23	pos	plk1	NA
2	N24	pos	plk1	NA
2	O01	pos	plk1	NA
2	O02	pos	plk1	NA
2	O23	pos	plk1	NA
2	O24	pos	plk1	NA
2	P01	pos	plk1	NA
2	P02	pos	plk1	NA
2	P23	pos	plk1	NA
2	P24	pos	plk1	NA
3	M01	pos	plk1	NA
3	M02	pos	plk1	NA
3	M23	pos	plk1	NA
3	M24	pos	plk1	NA
3	O01	pos	plk1	NA
3	O02	pos	plk1	NA
3	O23	pos	plk1	NA
3	O24	pos	plk1	NA
4	M01	pos	plk1	NA
4	M02	pos	plk1	NA
4	M23	pos	plk1	NA
4	M24	pos	plk1	NA
4	N01	pos	plk1	NA
4	N02	pos	plk1	NA
4	N23	pos	plk1	NA
4	N24	pos	plk1	NA
4	O01	pos	plk1	NA
4	O02	pos	plk1	NA
