Plate	Well	Conf	GeneID	Entrez_gene_ID_ks	Entrez_gene_ID_ts	Entrez_gene_ID_dr	Entrez_gene_ID_met
2	O22	sample	DLG3	1741	NA	NA	NA
1	D15	sample	DLG4	1742	NA	NA	NA
4	D11	sample	DLG7	NA	NA	NA	NA
5	O10	sample	DLST	NA	NA	NA	1743
7	N09	sample	DMC1	NA	NA	11144	NA
1	A09	sample	DMPK	1760	NA	NA	NA
6	B21	sample	DNCL1	NA	NA	NA	8655
5	M17	sample	DO	NA	NA	NA	420
4	A03	sample	DOT1L	NA	NA	NA	NA
6	D19	sample	DPM1	NA	NA	NA	8813
6	D21	sample	DPM2	NA	NA	NA	8818
6	L16	sample	DPM3	NA	NA	NA	54344
6	J08	sample	DSCR5	NA	NA	NA	51227
2	O12	sample	DTYMK	1841	NA	NA	NA
4	H21	sample	DUSP1	NA	NA	NA	NA
4	A05	sample	DUSP10	NA	NA	NA	NA
4	C09	sample	DUSP11	NA	NA	NA	NA
4	J13	sample	DUSP12	NA	NA	NA	NA
4	I08	sample	DUSP13	NA	NA	NA	NA
4	O03	sample	DUSP14	NA	NA	NA	NA
4	K08	sample	DUSP15	NA	NA	NA	NA
4	N09	sample	DUSP16	NA	NA	NA	NA
4	O10	sample	DUSP18	NA	NA	NA	NA
4	O19	sample	DUSP19	NA	NA	NA	NA
4	B13	sample	DUSP2	NA	NA	NA	NA
3	I05	sample	DUSP21	63904	NA	NA	NA
4	K05	sample	DUSP21	63904	NA	NA	NA
4	K20	sample	DUSP22	NA	NA	NA	NA
4	B04	sample	DUSP23	NA	NA	NA	NA
4	O07	sample	DUSP3	NA	NA	NA	NA
4	E13	sample	DUSP4	NA	NA	NA	NA
4	E09	sample	DUSP5	NA	NA	NA	NA
4	N15	sample	DUSP6	NA	NA	NA	NA
4	G22	sample	DUSP7	NA	NA	NA	NA
4	D19	sample	DUSP8	NA	NA	NA	NA
4	F09	sample	DUSP9	NA	NA	NA	NA
1	L12	sample	DUSTYPK	25778	NA	NA	NA
7	D04	sample	DUT	NA	NA	1854	NA
5	O14	sample	DYNC1H1	NA	NA	NA	1778
2	F20	sample	DYRK1A	1859	NA	NA	NA
2	E14	sample	DYRK1B	9149	NA	NA	NA
1	J19	sample	DYRK2	8445	NA	NA	NA
2	I17	sample	DYRK3	8444	NA	NA	NA
1	O22	sample	DYRK4	8798	NA	NA	NA
5	O16	sample	ECHS1	NA	NA	NA	1892
1	A12	sample	EEF2K	29904	NA	NA	NA
1	B13	sample	EF3	1944	NA	NA	NA
1	L05	sample	EF4	1945	NA	NA	NA
2	D11	sample	EF5	1946	NA	NA	NA
3	G05	sample	EFNB3	1949	NA	NA	NA
5	O18	sample	EGF	NA	NA	NA	1950
2	C13	sample	EGFR	1956	NA	NA	1956
5	O20	sample	EGFR	1956	NA	NA	1956
5	O22	sample	EHHADH	NA	NA	NA	1962
7	C17	sample	EHMT1	NA	NA	NA	79813
2	L12	sample	EIF2AK3	9451	NA	NA	NA
2	F16	sample	EIF2AK4	440275	NA	NA	NA
5	B03	sample	EIF4E	NA	NA	NA	1977
6	H11	sample	EIF4E2	NA	NA	NA	9470
5	B05	sample	EIF4EBP1	NA	NA	NA	1978
5	B07	sample	EIF4G1	NA	NA	NA	1981
5	B09	sample	EIF4G2	NA	NA	NA	1982
5	B11	sample	ELF3	NA	NA	NA	1999
5	B13	sample	ELF4	NA	NA	NA	2000
5	B15	sample	ELK1	NA	NA	NA	2002
6	N14	sample	ELOVL2	NA	NA	NA	54898
7	E21	sample	ELOVL3	NA	NA	NA	83401
7	P17	sample	EME1	NA	NA	146956	NA
7	P19	sample	EME2	NA	NA	197342	NA
3	B01	empty	empty	NA	NA	NA	NA
3	B02	empty	empty	NA	NA	NA	NA
3	B03	empty	empty	NA	NA	NA	NA
3	B04	empty	empty	NA	NA	NA	NA
3	B05	empty	empty	NA	NA	NA	NA
3	B06	empty	empty	NA	NA	NA	NA
3	B07	empty	empty	NA	NA	NA	NA
3	B08	empty	empty	NA	NA	NA	NA
3	B09	empty	empty	NA	NA	NA	NA
3	B10	empty	empty	NA	NA	NA	NA
3	B11	empty	empty	NA	NA	NA	NA
3	B12	empty	empty	NA	NA	NA	NA
3	B13	empty	empty	NA	NA	NA	NA
3	B14	empty	empty	NA	NA	NA	NA
3	B15	empty	empty	NA	NA	NA	NA
3	B16	empty	empty	NA	NA	NA	NA
3	B17	empty	empty	NA	NA	NA	NA
3	B18	empty	empty	NA	NA	NA	NA
3	B19	empty	empty	NA	NA	NA	NA
3	B20	empty	empty	NA	NA	NA	NA
3	B21	empty	empty	NA	NA	NA	NA
3	B22	empty	empty	NA	NA	NA	NA
3	B23	empty	empty	NA	NA	NA	NA
3	B24	empty	empty	NA	NA	NA	NA
3	D01	empty	empty	NA	NA	NA	NA
3	D02	empty	empty	NA	NA	NA	NA
3	D03	empty	empty	NA	NA	NA	NA
3	D04	empty	empty	NA	NA	NA	NA
3	D05	empty	empty	NA	NA	NA	NA
3	D06	empty	empty	NA	NA	NA	NA
3	D07	empty	empty	NA	NA	NA	NA
3	D08	empty	empty	NA	NA	NA	NA
3	D09	empty	empty	NA	NA	NA	NA
3	D10	empty	empty	NA	NA	NA	NA
3	D11	empty	empty	NA	NA	NA	NA
3	D12	empty	empty	NA	NA	NA	NA
3	D13	empty	empty	NA	NA	NA	NA
3	D14	empty	empty	NA	NA	NA	NA
3	D15	empty	empty	NA	NA	NA	NA
3	D16	empty	empty	NA	NA	NA	NA
3	D17	empty	empty	NA	NA	NA	NA
3	D18	empty	empty	NA	NA	NA	NA
3	D19	empty	empty	NA	NA	NA	NA
3	D20	empty	empty	NA	NA	NA	NA
3	D21	empty	empty	NA	NA	NA	NA
3	D22	empty	empty	NA	NA	NA	NA
3	D23	empty	empty	NA	NA	NA	NA
3	D24	empty	empty	NA	NA	NA	NA
3	F01	empty	empty	NA	NA	NA	NA
3	F02	empty	empty	NA	NA	NA	NA
3	F03	empty	empty	NA	NA	NA	NA
3	F04	empty	empty	NA	NA	NA	NA
3	F05	empty	empty	NA	NA	NA	NA
3	F06	empty	empty	NA	NA	NA	NA
3	F07	empty	empty	NA	NA	NA	NA
3	F08	empty	empty	NA	NA	NA	NA
3	F09	empty	empty	NA	NA	NA	NA
3	F10	empty	empty	NA	NA	NA	NA
3	F11	empty	empty	NA	NA	NA	NA
3	F12	empty	empty	NA	NA	NA	NA
3	F13	empty	empty	NA	NA	NA	NA
3	F14	empty	empty	NA	NA	NA	NA
3	F15	empty	empty	NA	NA	NA	NA
3	F16	empty	empty	NA	NA	NA	NA
3	F17	empty	empty	NA	NA	NA	NA
3	F18	empty	empty	NA	NA	NA	NA
3	F19	empty	empty	NA	NA	NA	NA
3	F20	empty	empty	NA	NA	NA	NA
3	F21	empty	empty	NA	NA	NA	NA
3	F22	empty	empty	NA	NA	NA	NA
3	F23	empty	empty	NA	NA	NA	NA
3	F24	empty	empty	NA	NA	NA	NA
3	H01	empty	empty	NA	NA	NA	NA
3	H02	empty	empty	NA	NA	NA	NA
3	H03	empty	empty	NA	NA	NA	NA
3	H04	empty	empty	NA	NA	NA	NA
3	H05	empty	empty	NA	NA	NA	NA
3	H06	empty	empty	NA	NA	NA	NA
3	H07	empty	empty	NA	NA	NA	NA
3	H08	empty	empty	NA	NA	NA	NA
3	H09	empty	empty	NA	NA	NA	NA
3	H10	empty	empty	NA	NA	NA	NA
3	H11	empty	empty	NA	NA	NA	NA
3	H12	empty	empty	NA	NA	NA	NA
3	H13	empty	empty	NA	NA	NA	NA
3	H14	empty	empty	NA	NA	NA	NA
3	H15	empty	empty	NA	NA	NA	NA
3	H16	empty	empty	NA	NA	NA	NA
3	H17	empty	empty	NA	NA	NA	NA
3	H18	empty	empty	NA	NA	NA	NA
3	H19	empty	empty	NA	NA	NA	NA
3	H20	empty	empty	NA	NA	NA	NA
3	H21	empty	empty	NA	NA	NA	NA
3	H22	empty	empty	NA	NA	NA	NA
3	H23	empty	empty	NA	NA	NA	NA
3	H24	empty	empty	NA	NA	NA	NA
3	J01	empty	empty	NA	NA	NA	NA
3	J02	empty	empty	NA	NA	NA	NA
3	J03	empty	empty	NA	NA	NA	NA
3	J04	empty	empty	NA	NA	NA	NA
3	J05	empty	empty	NA	NA	NA	NA
3	J06	empty	empty	NA	NA	NA	NA
3	J07	empty	empty	NA	NA	NA	NA
3	J08	empty	empty	NA	NA	NA	NA
3	J09	empty	empty	NA	NA	NA	NA
3	J10	empty	empty	NA	NA	NA	NA
3	J11	empty	empty	NA	NA	NA	NA
3	J12	empty	empty	NA	NA	NA	NA
3	J13	empty	empty	NA	NA	NA	NA
3	J14	empty	empty	NA	NA	NA	NA
3	J15	empty	empty	NA	NA	NA	NA
3	J16	empty	empty	NA	NA	NA	NA
3	J17	empty	empty	NA	NA	NA	NA
3	J18	empty	empty	NA	NA	NA	NA
3	J19	empty	empty	NA	NA	NA	NA
3	J20	empty	empty	NA	NA	NA	NA
3	J21	empty	empty	NA	NA	NA	NA
3	J22	empty	empty	NA	NA	NA	NA
3	J23	empty	empty	NA	NA	NA	NA
3	J24	empty	empty	NA	NA	NA	NA
3	L01	empty	empty	NA	NA	NA	NA
3	L02	empty	empty	NA	NA	NA	NA
3	L03	empty	empty	NA	NA	NA	NA
3	L04	empty	empty	NA	NA	NA	NA
3	L05	empty	empty	NA	NA	NA	NA
3	L06	empty	empty	NA	NA	NA	NA
3	L07	empty	empty	NA	NA	NA	NA
3	L08	empty	empty	NA	NA	NA	NA
3	L09	empty	empty	NA	NA	NA	NA
3	L10	empty	empty	NA	NA	NA	NA
3	L11	empty	empty	NA	NA	NA	NA
3	L12	empty	empty	NA	NA	NA	NA
3	L13	empty	empty	NA	NA	NA	NA
3	L14	empty	empty	NA	NA	NA	NA
3	L15	empty	empty	NA	NA	NA	NA
3	L16	empty	empty	NA	NA	NA	NA
3	L17	empty	empty	NA	NA	NA	NA
3	L18	empty	empty	NA	NA	NA	NA
3	L19	empty	empty	NA	NA	NA	NA
3	L20	empty	empty	NA	NA	NA	NA
3	L21	empty	empty	NA	NA	NA	NA
3	L22	empty	empty	NA	NA	NA	NA
3	L23	empty	empty	NA	NA	NA	NA
3	L24	empty	empty	NA	NA	NA	NA
3	N01	empty	empty	NA	NA	NA	NA
3	N02	empty	empty	NA	NA	NA	NA
3	N03	empty	empty	NA	NA	NA	NA
3	N04	empty	empty	NA	NA	NA	NA
3	N05	empty	empty	NA	NA	NA	NA
3	N06	empty	empty	NA	NA	NA	NA
3	N07	empty	empty	NA	NA	NA	NA
3	N08	empty	empty	NA	NA	NA	NA
3	N09	empty	empty	NA	NA	NA	NA
3	N10	empty	empty	NA	NA	NA	NA
3	N11	empty	empty	NA	NA	NA	NA
3	N12	empty	empty	NA	NA	NA	NA
3	N13	empty	empty	NA	NA	NA	NA
3	N14	empty	empty	NA	NA	NA	NA
3	N15	empty	empty	NA	NA	NA	NA
3	N16	empty	empty	NA	NA	NA	NA
3	N17	empty	empty	NA	NA	NA	NA
3	N18	empty	empty	NA	NA	NA	NA
3	N19	empty	empty	NA	NA	NA	NA
3	N20	empty	empty	NA	NA	NA	NA
3	N21	empty	empty	NA	NA	NA	NA
3	N22	empty	empty	NA	NA	NA	NA
3	N23	empty	empty	NA	NA	NA	NA
3	N24	empty	empty	NA	NA	NA	NA
3	P01	empty	empty	NA	NA	NA	NA
3	P02	empty	empty	NA	NA	NA	NA
3	P03	empty	empty	NA	NA	NA	NA
3	P04	empty	empty	NA	NA	NA	NA
3	P05	empty	empty	NA	NA	NA	NA
3	P06	empty	empty	NA	NA	NA	NA
3	P07	empty	empty	NA	NA	NA	NA
3	P08	empty	empty	NA	NA	NA	NA
3	P09	empty	empty	NA	NA	NA	NA
3	P10	empty	empty	NA	NA	NA	NA
3	P11	empty	empty	NA	NA	NA	NA
3	P12	empty	empty	NA	NA	NA	NA
3	P13	empty	empty	NA	NA	NA	NA
3	P14	empty	empty	NA	NA	NA	NA
3	P15	empty	empty	NA	NA	NA	NA
3	P16	empty	empty	NA	NA	NA	NA
3	P17	empty	empty	NA	NA	NA	NA
3	P18	empty	empty	NA	NA	NA	NA
3	P19	empty	empty	NA	NA	NA	NA
3	P20	empty	empty	NA	NA	NA	NA
3	P21	empty	empty	NA	NA	NA	NA
3	P22	empty	empty	NA	NA	NA	NA
3	P23	empty	empty	NA	NA	NA	NA
3	P24	empty	empty	NA	NA	NA	NA
5	B17	sample	ENO1	NA	NA	NA	2023
5	B19	sample	ENO2	NA	NA	NA	2026
5	B21	sample	ENO3	NA	NA	NA	2027
4	B21	sample	ENPP7	NA	NA	NA	NA
3	C22	sample	EP300	NA	2033	NA	NA
2	F17	sample	EPHA1	2041	NA	NA	NA
1	I12	sample	EPHA10	284656	NA	NA	NA
2	E07	sample	EPHA2	1969	NA	NA	NA
2	K08	sample	EPHA3	2042	NA	NA	2042
5	D05	sample	EPHA3	2042	NA	NA	2042
3	M03	sample	EPHA4	2043	NA	NA	NA
1	C08	sample	EPHA5	2044	NA	NA	NA
2	H12	sample	EPHA6	285220	NA	NA	NA
1	B14	sample	EPHA7	2045	NA	NA	NA
1	A07	sample	EPHA8	2046	NA	NA	NA
2	P16	sample	EPHB1	2047	NA	NA	NA
2	O18	sample	EPHB2	2048	NA	NA	NA
3	G07	sample	EPHB3	2049	NA	NA	NA
3	G13	sample	EPHB4	2050	NA	NA	NA
1	H04	sample	EPHB6	2051	NA	NA	NA
4	I21	sample	EPM2A	NA	NA	NA	NA
1	H11	sample	ERBB2	2064	NA	NA	2064
5	D07	sample	ERBB2	2064	NA	NA	2064
2	B17	sample	ERBB3	2065	NA	NA	NA
2	J19	sample	ERBB4	2066	NA	NA	NA
7	L03	sample	ERCC1	NA	NA	2067	NA
3	E04	sample	ERCC2	NA	2068	2068	NA
7	J03	sample	ERCC2	NA	2068	2068	NA
3	E06	sample	ERCC3	NA	2071	2071	NA
7	H21	sample	ERCC3	NA	2071	2071	NA
3	E08	sample	ERCC4	NA	2072	2072	NA
7	L05	sample	ERCC4	NA	2072	2072	NA
3	E10	sample	ERCC5	NA	2073	2073	NA
7	J21	sample	ERCC5	NA	2073	2073	NA
7	L11	sample	ERCC6	NA	NA	2074	NA
7	L09	sample	ERCC8	NA	NA	1161	NA
1	O08	sample	ERK8	225689	NA	NA	NA
2	G12	sample	ERN1	2081	NA	NA	2081
5	D09	sample	ERN1	2081	NA	NA	2081
2	C14	sample	ERN2	10595	NA	NA	NA
5	D11	sample	ETFA	NA	NA	NA	2108
5	D13	sample	ETFB	NA	NA	NA	2109
1	O06	sample	ETNK1	55500	NA	NA	NA
7	H06	sample	EXO1	NA	NA	9156	NA
6	B06	sample	EXOC7	NA	NA	NA	23265
3	E17	sample	EXOSC10	5394	NA	NA	NA
3	E12	sample	EXT1	NA	2131	NA	NA
3	E14	sample	EXT2	NA	2132	NA	NA
4	H03	sample	EYA1	NA	NA	NA	NA
4	I07	sample	EYA2	NA	NA	NA	NA
4	D06	sample	EYA3	NA	NA	NA	NA
4	E07	sample	EYA4	NA	NA	NA	NA
6	D09	sample	FADD	NA	NA	NA	8772
5	D15	sample	FAH	NA	NA	NA	2184
3	E16	sample	FANCA	NA	2175	2175	NA
7	J22	sample	FANCA	NA	2175	2175	NA
7	L04	sample	FANCB	NA	NA	2187	NA
3	E18	sample	FANCC	NA	2176	2176	NA
7	L06	sample	FANCC	NA	2176	2176	NA
3	E20	sample	FANCD2	NA	2177	2177	NA
7	L08	sample	FANCD2	NA	2177	2177	NA
3	E22	sample	FANCE	NA	2178	2178	NA
7	L10	sample	FANCE	NA	2178	2178	NA
3	G04	sample	FANCF	NA	2188	2188	NA
7	L12	sample	FANCF	NA	2188	2188	NA
3	G06	sample	FANCG	NA	2189	2189	NA
7	L14	sample	FANCG	NA	2189	2189	NA
7	L16	sample	FANCI	NA	NA	55215	NA
7	L20	sample	FANCL	NA	NA	55120	NA
7	L22	sample	FANCM	NA	NA	57697	NA
3	M10	sample	FAS	NA	355	NA	NA
5	D17	sample	FASN	NA	NA	NA	2194
1	J09	sample	FASTK	10922	NA	NA	NA
4	G14	sample	FBP1	NA	NA	NA	2203
5	D19	sample	FBP1	NA	NA	NA	2203
4	G20	sample	FBP2	NA	NA	NA	NA
3	G08	sample	FBXW7	NA	55294	NA	NA
5	D21	sample	FDX1	NA	NA	NA	2230
5	F03	sample	FDXR	NA	NA	NA	2232
7	F18	sample	FEN1	NA	NA	2237	NA
1	A19	sample	FER	2241	NA	NA	NA
3	C07	sample	FES	2242	NA	NA	NA
1	H07	sample	FGFR1	2260	NA	NA	NA
2	B15	sample	FGFR2	2263	NA	NA	NA
1	O14	sample	FGFR3	2261	NA	NA	NA
2	N15	sample	FGFR4	2264	NA	NA	NA
2	M20	sample	FGFRL1	53834	NA	NA	NA
2	K09	sample	FGR	2268	NA	NA	NA
3	G10	sample	FH	NA	2271	NA	2271
5	F05	sample	FH	NA	2271	NA	2271
1	H15	sample	FLJ10761	55224	NA	NA	NA
2	A06	sample	FLJ13052	65220	NA	NA	NA
6	N12	sample	FLJ20265	NA	NA	NA	54872
6	P14	sample	FLJ20477	NA	NA	NA	55650
6	N16	sample	FLJ20522	NA	NA	NA	54965
6	N18	sample	FLJ20604	NA	NA	NA	54995
3	I14	sample	FLJ21816	NA	79728	NA	NA
7	C15	sample	FLJ21934	NA	NA	NA	79799
4	M17	sample	FLJ22405	NA	NA	NA	NA
2	I09	sample	FLJ23074	80122	NA	NA	NA
1	H21	sample	FLJ23356	84197	NA	NA	NA
1	L14	sample	FLJ23356	84197	NA	NA	NA
4	G17	sample	FLJ23751	NA	NA	NA	NA
2	C08	sample	FLJ25006	124923	NA	NA	NA
4	M15	sample	FLJ25449	NA	NA	NA	NA
4	C19	sample	FLJ32332	NA	NA	NA	NA
1	C04	sample	FLJ32685	152110	NA	NA	NA
1	C17	sample	FLJ34389	197259	NA	NA	NA
7	M11	sample	FLJ34658	NA	NA	NA	133688
7	H14	sample	FLJ35220	NA	NA	284131	NA
3	O04	sample	FLJ39827	NA	139285	NA	NA
6	L03	sample	FLOT1	NA	NA	NA	10211
5	F07	sample	FLOT2	NA	NA	NA	2319
3	O21	sample	FLT1	2321	NA	NA	NA
1	J03	sample	FLT3	2322	NA	NA	2322
5	F09	sample	FLT3	2322	NA	NA	2322
1	F18	sample	FLT4	2324	NA	NA	NA
1	G11	sample	FN3K	64122	NA	NA	64122
7	A11	sample	FN3K	64122	NA	NA	64122
1	P03	sample	FN3KRP	79672	NA	NA	NA
5	F11	sample	FPR1	NA	NA	NA	2357
1	I06	sample	FRAP1	2475	NA	NA	2475
5	F15	sample	FRAP1	2475	NA	NA	2475
2	K18	sample	FRDA	2395	NA	NA	2395
5	F13	sample	FRDA	2395	NA	NA	2395
2	D19	sample	FRK	2444	NA	NA	NA
6	N11	sample	FTCD	NA	NA	NA	10841
2	E11	sample	FUK	197258	NA	NA	NA
2	N20	sample	FYN	2534	NA	NA	NA
4	K13	sample	G6PC	NA	NA	NA	2538
5	F17	sample	G6PC	NA	NA	NA	2538
4	A06	sample	G6PC2	NA	NA	NA	57818
7	A05	sample	G6PC2	NA	NA	NA	57818
4	C17	sample	G6PC3	NA	NA	NA	NA
5	F19	sample	G6PD	NA	NA	NA	2539
6	P15	sample	GABARAP	NA	NA	NA	11337
5	F21	sample	GAD1	NA	NA	NA	2571
5	H03	sample	GAD2	NA	NA	NA	2572
2	I12	sample	GAK	2580	NA	NA	NA
5	H05	sample	GALE	NA	NA	NA	2582
3	O13	sample	GALK1	2584	NA	NA	2584
5	H07	sample	GALK1	2584	NA	NA	2584
3	I15	sample	GALK2	2585	NA	NA	2585
5	H09	sample	GALK2	2585	NA	NA	2585
5	H11	sample	GALT	NA	NA	NA	2592
5	H13	sample	GAMT	NA	NA	NA	2593
5	H15	sample	GAPDH	NA	NA	NA	2597
6	F08	sample	GAPDS	NA	NA	NA	26330
5	H17	sample	GARS	NA	NA	NA	2617
5	H19	sample	GART	NA	NA	NA	2618
5	H21	sample	GAS2	NA	NA	NA	2620
5	J03	sample	GATM	NA	NA	NA	2628
7	A13	sample	GBL	NA	NA	NA	64223
6	B12	sample	GCAT	NA	NA	NA	23464
5	J05	sample	GCDH	NA	NA	NA	2639
2	O16	sample	GCK	2645	NA	NA	2645
5	J07	sample	GCK	2645	NA	NA	2645
5	J17	sample	GCLC	NA	NA	NA	2729
5	J09	sample	GCSH	NA	NA	NA	2653
6	H21	sample	GDA	NA	NA	NA	9615
7	B06	sample	GEN1	NA	NA	348654	NA
5	J11	sample	GFPT1	NA	NA	NA	2673
6	J07	sample	GFPT2	NA	NA	NA	9945
7	P21	sample	GIYD1	NA	NA	548593	NA
1	N12	sample	GK	2710	NA	NA	2710
5	J13	sample	GK	2710	NA	NA	2710
3	M07	sample	GK2	2712	NA	NA	2712
5	J15	sample	GK2	2712	NA	NA	2712
5	J19	sample	GLDC	NA	NA	NA	2731
5	J21	sample	GLP1R	NA	NA	NA	2740
5	L03	sample	GLS	NA	NA	NA	2744
6	F16	sample	GLS2	NA	NA	NA	27165
5	L05	sample	GLUD1	NA	NA	NA	2746
5	L07	sample	GLUD2	NA	NA	NA	2747
5	L09	sample	GLUL	NA	NA	NA	2752
6	J12	sample	GMPR2	NA	NA	NA	51292
6	F03	sample	GMPS	NA	NA	NA	8833
5	L11	sample	GI1	NA	NA	NA	NA
5	L13	sample	GI2	NA	NA	NA	NA
5	L15	sample	GI3	NA	NA	NA	NA
2	A15	sample	GNE	10020	NA	NA	10020
6	J13	sample	GNE	10020	NA	NA	10020
5	L17	sample	GNG11	NA	NA	NA	2791
6	J11	sample	GNPDA1	NA	NA	NA	10007
7	M09	sample	GNPDA2	NA	NA	NA	132789
7	A19	sample	GNPT1	NA	NA	NA	NA
1	I18	sample	GOLGA5	9950	NA	NA	NA
5	L19	sample	GOT1	NA	NA	NA	2805
5	L21	sample	GOT2	NA	NA	NA	2806
6	D07	sample	GPAA1	NA	NA	NA	8733
3	A10	sample	GPC3	NA	2719	NA	NA
5	N03	sample	GPD1	NA	NA	NA	2819
5	N05	sample	GPD2	NA	NA	NA	2820
5	N07	sample	GPI	NA	NA	NA	2821
5	N11	sample	GPT	NA	NA	NA	2875
7	G13	sample	GPT2	NA	NA	NA	84706
5	N13	sample	GRB2	NA	NA	NA	2885
1	M21	sample	GRK1	6011	NA	NA	NA
2	A09	sample	GRK4	2868	NA	NA	NA
1	I05	sample	GRK5	2869	NA	NA	NA
1	M09	sample	GRK6	2870	NA	NA	NA
2	I18	sample	GRK7	131890	NA	NA	NA
5	N17	sample	GRM2	NA	NA	NA	2912
5	N19	sample	GRM3	NA	NA	NA	2913
5	N21	sample	GRM4	NA	NA	NA	2914
5	P03	sample	GRM7	NA	NA	NA	2917
1	P20	sample	GSG2	83903	NA	NA	NA
1	D21	sample	GSK3A	2931	NA	NA	NA
3	M17	sample	GSK3B	2932	NA	NA	2932
5	P05	sample	GSK3B	2932	NA	NA	2932
5	P07	sample	GSR	NA	NA	NA	2936
2	J10	sample	GTF2H1	2965	NA	2965	NA
7	J05	sample	GTF2H1	2965	NA	2965	NA
7	J07	sample	GTF2H2	NA	NA	2966	NA
7	J09	sample	GTF2H3	NA	NA	2967	NA
7	J11	sample	GTF2H4	NA	NA	2968	NA
7	J13	sample	GTF2H5	NA	NA	404672	NA
2	H14	sample	GUCY2C	2984	NA	NA	NA
1	K14	sample	GUCY2D	3000	NA	NA	NA
3	M15	sample	GUCY2F	2986	NA	NA	NA
3	E03	sample	GUK1	2987	NA	NA	NA
5	P09	sample	GYS1	NA	NA	NA	2997
5	P11	sample	GYS2	NA	NA	NA	2998
7	J06	sample	H2AFX	NA	NA	3014	NA
5	P13	sample	HADH2	NA	NA	NA	3028
5	P15	sample	HADHA	NA	NA	NA	3030
5	P17	sample	HADHB	NA	NA	NA	3032
5	P19	sample	HADHSC	NA	NA	NA	3033
3	C11	sample	HAK	115701	NA	NA	NA
5	P21	sample	HAL	NA	NA	NA	3034
1	M16	sample	HCK	3055	NA	NA	NA
6	J05	sample	HDAC9	NA	NA	NA	9734
5	B04	sample	HDC	NA	NA	NA	3067
7	N18	sample	HEL308	NA	NA	113510	NA
5	B06	sample	HEXA	NA	NA	NA	3073
5	B08	sample	HEXB	NA	NA	NA	3074
6	P03	sample	HIBADH	NA	NA	NA	11112
5	B10	sample	HIF1A	NA	NA	NA	3091
6	P16	sample	HIF1AN	NA	NA	NA	55662
1	P22	sample	HIPK1	204851	NA	NA	NA
2	I11	sample	HIPK2	28996	NA	NA	NA
1	P11	sample	HIPK3	10114	NA	NA	NA
2	N14	sample	HIPK4	147746	NA	NA	NA
1	C19	sample	HK1	3098	NA	NA	3098
5	B12	sample	HK1	3098	NA	NA	3098
1	G09	sample	HK2	3099	NA	NA	3099
5	B14	sample	HK2	3099	NA	NA	3099
2	C17	sample	HK3	3101	NA	NA	3101
5	B16	sample	HK3	3101	NA	NA	3101
5	B18	sample	HLCS	NA	NA	NA	3141
5	B20	sample	HNF4A	NA	NA	NA	3172
5	B22	sample	HNMT	NA	NA	NA	3176
5	D04	sample	HOXA1	NA	NA	NA	3198
5	D06	sample	HPRT1	NA	NA	NA	3251
5	D08	sample	HRAS	NA	NA	NA	3265
2	C07	sample	HRI	27102	NA	NA	NA
3	G12	sample	HRPT2	NA	79577	NA	NA
6	J06	sample	HSD17B12	NA	NA	NA	51144
6	P13	sample	HSGT1	NA	NA	NA	11319
1	N13	sample	HSMDPKIN	55561	NA	NA	NA
1	J15	sample	HSPB8	26353	NA	NA	NA
5	D10	sample	HSPCA	NA	NA	NA	3320
2	N06	sample	HUNK	30811	NA	NA	NA
3	K05	sample	HUS1	3364	NA	3364	NA
7	P12	sample	HUS1	3364	NA	3364	NA
2	G21	sample	ICK	22858	NA	NA	NA
5	D12	sample	IDH1	NA	NA	NA	3417
5	D14	sample	IDH2	NA	NA	NA	3418
5	D16	sample	IDH3A	NA	NA	NA	3419
5	D18	sample	IDH3B	NA	NA	NA	3420
5	D20	sample	IDH3G	NA	NA	NA	3421
5	D22	sample	IF1	NA	NA	NA	NA
5	F04	sample	IFNG	NA	NA	NA	3458
4	I06	sample	IGBP1	NA	NA	NA	NA
1	H17	sample	IGF1R	3480	NA	NA	NA
2	B22	sample	IGF2R	3482	NA	NA	NA
2	K12	sample	IHPK1	9807	NA	NA	NA
3	A13	sample	IHPK2	51447	NA	NA	NA
2	D14	sample	IHPK3	117283	NA	NA	117283
7	K11	sample	IHPK3	117283	NA	NA	117283
2	G17	sample	IKBKAP	8518	NA	NA	NA
2	L07	sample	IKBKB	3551	NA	NA	3551
5	F06	sample	IKBKB	3551	NA	NA	3551
2	C18	sample	IKBKE	9641	NA	NA	NA
2	P22	sample	IKBKG	8517	NA	NA	NA
3	A15	sample	ILK	3611	NA	NA	NA
2	E05	sample	ILK-2	55522	NA	NA	NA
4	O09	sample	ILKAP	NA	NA	NA	NA
6	N19	sample	ILVBL	NA	NA	NA	10994
4	D21	sample	IMPA1	NA	NA	NA	3612
5	F08	sample	IMPA1	NA	NA	NA	3612
4	C04	sample	IMPA2	NA	NA	NA	NA
5	F10	sample	IMPDH1	NA	NA	NA	3614
5	F12	sample	IMPDH2	NA	NA	NA	3615
6	P07	sample	INMT	NA	NA	NA	11185
4	D04	sample	INPP1	NA	NA	NA	NA
4	I15	sample	INPP4A	NA	NA	NA	NA
4	F15	sample	INPP4B	NA	NA	NA	NA
4	G10	sample	INPP5A	NA	NA	NA	NA
4	L07	sample	INPP5B	NA	NA	NA	NA
4	N19	sample	INPP5D	NA	NA	NA	3635
5	F14	sample	INPP5D	NA	NA	NA	3635
4	M19	sample	INPP5E	NA	NA	NA	NA
4	J17	sample	INPPL1	NA	NA	NA	NA
