Plate	Well	GeneID	Conf
1	N13	HSMDPKIN	sample
1	J15	HSPB8	sample
5	D10	HSPCA	sample
2	N06	HUNK	sample
3	K05	HUS1	sample
7	P12	HUS1	sample
2	G21	ICK	sample
5	D12	IDH1	sample
5	D14	IDH2	sample
5	D16	IDH3A	sample
5	D18	IDH3B	sample
5	D20	IDH3G	sample
5	D22	IFNA1	sample
5	F04	IFNG	sample
4	I06	IGBP1	sample
1	H17	IGF1R	sample
2	B22	IGF2R	sample
2	K12	IHPK1	sample
3	A13	IHPK2	sample
2	D14	IHPK3	sample
7	K11	IHPK3	sample
2	G17	IKBKAP	sample
2	L07	IKBKB	sample
5	F06	IKBKB	sample
2	C18	IKBKE	sample
2	P22	IKBKG	sample
3	A15	ILK	sample
2	E05	ILK-2	sample
4	O09	ILKAP	sample
6	N19	ILVBL	sample
4	D21	IMPA1	sample
5	F08	IMPA1	sample
4	C04	IMPA2	sample
5	F10	IMPDH1	sample
5	F12	IMPDH2	sample
6	P07	INMT	sample
4	D04	INPP1	sample
4	I15	INPP4A	sample
4	F15	INPP4B	sample
4	G10	INPP5A	sample
4	L07	INPP5B	sample
4	N19	INPP5D	sample
5	F14	INPP5D	sample
4	M19	INPP5E	sample
4	J17	INPPL1	sample
2	N12	INSR	sample
5	F16	INSR	sample
2	B12	INSRR	sample
3	O15	IPMK	sample
1	A10	IRAK1	sample
1	D16	IRAK2	sample
2	L13	IRAK3	sample
1	O16	IRAK4	sample
5	F18	IRS1	sample
1	J16	ITK	sample
2	E03	ITPK1	sample
1	B17	ITPKA	sample
3	K13	ITPKB	sample
1	C06	ITPKC	sample
5	F20	IVD	sample
2	L10	JAK1	sample
1	B20	JAK2	sample
1	H03	JAK3	sample
2	H04	JIK	sample
2	E19	KALRN	sample
2	F03	KCNH2	sample
1	K15	KCNH8	sample
2	H09	KDR	sample
3	C21	KHK	sample
5	F22	KHK	sample
4	M21	KIAA0310	sample
4	C14	KIAA0377	sample
6	J03	KIAA0377	sample
6	B04	KIAA0433	sample
1	P07	KIAA0999	sample
1	G12	KIAA1361	sample
1	K18	KIAA1639	sample
3	E15	KIAA1765	sample
1	A06	KIAA1804	sample
1	G04	KIAA1811	sample
2	P19	KIAA1811	sample
7	G17	KIAA1959	sample
2	O13	KIAA2002	sample
1	K22	KIT	sample
6	B13	KMO	sample
3	I01	KRAS	sample
3	K01	KRAS	sample
4	I01	KRAS	empty
4	I02	KRAS	empty
4	I23	KRAS	empty
4	I24	KRAS	empty
4	J01	KRAS	empty
4	J02	KRAS	empty
4	J23	KRAS	empty
4	J24	KRAS	empty
4	K01	KRAS	empty
4	K02	KRAS	empty
4	K23	KRAS	empty
4	K24	KRAS	empty
4	L01	KRAS	empty
4	L02	KRAS	empty
4	L23	KRAS	empty
4	L24	KRAS	empty
5	I01	KRAS	empty
5	I02	KRAS	empty
5	I23	KRAS	empty
5	I24	KRAS	empty
5	J01	KRAS	empty
5	J02	KRAS	empty
5	J23	KRAS	empty
5	J24	KRAS	empty
5	K01	KRAS	empty
5	K02	KRAS	empty
5	K23	KRAS	empty
5	K24	KRAS	empty
5	L01	KRAS	empty
5	L02	KRAS	empty
5	L23	KRAS	empty
5	L24	KRAS	empty
6	I01	KRAS	empty
6	I02	KRAS	empty
6	I23	KRAS	empty
6	I24	KRAS	empty
6	J01	KRAS	empty
6	J02	KRAS	empty
6	J23	KRAS	empty
6	J24	KRAS	empty
6	K01	KRAS	empty
6	K02	KRAS	empty
6	K23	KRAS	empty
6	K24	KRAS	empty
6	L01	KRAS	empty
6	L02	KRAS	empty
6	L23	KRAS	empty
6	L24	KRAS	empty
7	I01	KRAS	empty
7	I02	KRAS	empty
7	I23	KRAS	empty
7	I24	KRAS	empty
7	J01	KRAS	empty
7	J02	KRAS	empty
7	J23	KRAS	empty
7	J24	KRAS	empty
7	K01	KRAS	empty
7	K02	KRAS	empty
7	K23	KRAS	empty
7	K24	KRAS	empty
7	L01	KRAS	empty
7	L02	KRAS	empty
7	L23	KRAS	empty
7	L24	KRAS	empty
5	H04	KRAS2	sample
1	I13	KSR	sample
1	N14	KSR2	sample
3	M09	KUB3	sample
2	A22	LAK	sample
5	H06	LAMP2	sample
1	G18	LATS1	sample
1	B05	LATS2	sample
1	D08	LCK	sample
4	C16	LCK	sample
5	H08	LCK	sample
5	H10	LDHA	sample
7	M21	LDHAL6A	sample
7	I11	LDHAL6B	sample
5	H12	LDHB	sample
5	H14	LDHC	sample
4	D12	LHPP	sample
7	L07	LIG1	sample
7	D09	LIG3	sample
7	B14	LIG4	sample
1	I07	LIMK1	sample
2	A07	LIMK2	sample
5	H16	LIPE	sample
6	B07	LIPF	sample
2	O10	LMTK2	sample
2	L06	LMTK3	sample
2	A11	LOC340156	sample
2	D22	LOC390226	sample
1	L08	LOC91461	sample
5	H18	LPL	sample
4	M10	LPPR4	sample
2	C06	LRRK1	sample
1	G07	LRRK2	sample
2	E10	LTK	sample
2	P07	LYK5	sample
1	C05	LYN	sample
7	D20	MAD2L2	sample
2	P18	MAGI-3	sample
2	F08	MAK	sample
5	H20	MAOA	sample
5	H22	MAOB	sample
3	I13	MAP2K1	sample
6	O09	MAP2K1	sample
3	C15	MAP2K2	sample
6	O11	MAP2K2	sample
1	D06	MAP2K3	sample
2	A04	MAP2K4	sample
3	G16	MAP2K4	sample
2	A20	MAP2K5	sample
2	B05	MAP2K6	sample
1	F22	MAP2K7	sample
2	M05	MAP3K1	sample
2	B11	MAP3K10	sample
2	A03	MAP3K11	sample
1	N03	MAP3K12	sample
2	L09	MAP3K13	sample
1	E17	MAP3K14	sample
1	D19	MAP3K15	sample
1	B03	MAP3K2	sample
2	M18	MAP3K3	sample
2	E20	MAP3K4	sample
1	A16	MAP3K5	sample
2	F12	MAP3K6	sample
1	E19	MAP3K7	sample
2	J05	MAP3K7IP1	sample
1	L09	MAP3K8	sample
1	K12	MAP3K9	sample
2	N08	MAP4K1	sample
2	P17	MAP4K2	sample
3	E07	MAP4K3	sample
1	I15	MAP4K4	sample
1	K19	MAP4K5	sample
1	H22	MAPK1	sample
6	M21	MAPK1	sample
3	C17	MAPK10	sample
6	O07	MAPK10	sample
2	A14	MAPK11	sample
3	O11	MAPK12	sample
2	D13	MAPK13	sample
2	C10	MAPK14	sample
5	K14	MAPK14	sample
1	P15	MAPK3	sample
1	C09	MAPK4	sample
2	I16	MAPK6	sample
1	K13	MAPK7	sample
1	J22	MAPK8	sample
6	O03	MAPK8	sample
1	F09	MAPK9	sample
6	O05	MAPK9	sample
2	E08	MAPKAPK2	sample
2	C09	MAPKAPK3	sample
2	P08	MAPKAPK5	sample
1	H06	MARK1	sample
1	O13	MARK2	sample
1	F06	MARK3	sample
2	P14	MARK4	sample
2	M04	MAST2	sample
1	B11	MAST3	sample
1	J04	MAST4	sample
1	C11	MASTL	sample
5	J04	MAT1A	sample
5	J06	MAT2A	sample
6	F22	MAT2B	sample
1	P10	MATK	sample
7	B07	MBD4	sample
7	I09	MCART1	sample
7	A06	MCART6	sample
7	A09	MCCC2	sample
7	G09	MCEE	sample
7	P06	MDC1	sample
5	J08	MDH1	sample
5	J10	MDH2	sample
5	J12	ME1	sample
5	J14	ME2	sample
6	N13	ME3	sample
2	B04	MELK	sample
3	G18	MEN1	sample
2	O03	MERTK	sample
2	N18	MET	sample
5	J16	MET	sample
7	E15	MFTC	sample
4	D07	MGC10067	sample
7	G19	MGC14156	sample
2	G07	MGC16169	sample
1	F08	MGC42105	sample
3	G15	MGC45428	sample
2	G04	MGC4796	sample
2	H21	MGC4796	sample
7	E09	MGC5601	sample
1	H16	MGC8407	sample
7	D19	MGMT	sample
1	M15	MIDORI	sample
1	E13	MINK	sample
4	B05	MINPP1	sample
4	I13	MK-STYX	sample
1	L13	MKNK1	sample
6	B15	MKNK1	sample
1	M10	MKNK2	sample
5	N09	MKNK2	sample
1	C10	MLCK	sample
3	G20	MLH1	sample
7	F13	MLH1	sample
7	F21	MLH3	sample
6	B08	MLYCD	sample
6	H22	MMRP19	sample
7	L19	MMS19	sample
7	J19	MNAT1	sample
2	L15	MOS	sample
7	B17	MPG	sample
5	J20	MPI	sample
1	J13	MPP1	sample
1	D05	MPP2	sample
3	K15	MPP3	sample
7	P09	MRE11A	sample
3	G22	MSH2	sample
5	J22	MSH2	sample
7	F07	MSH2	sample
7	F09	MSH3	sample
7	F17	MSH4	sample
7	F19	MSH5	sample
3	I04	MSH6	sample
7	F11	MSH6	sample
3	M19	MST1R	sample
6	D08	MTCH1	sample
6	D10	MTCH2	sample
4	E15	MTM1	sample
4	H07	MTMR1	sample
6	D11	MTMR1	sample
7	F20	MTMR15	sample
4	H17	MTMR2	sample
6	F13	MTMR2	sample
4	F17	MTMR3	sample
4	C13	MTMR4	sample
4	O16	MTMR6	sample
6	H03	MTMR6	sample
4	K14	MTMR7	sample
4	N03	MTMR8	sample
4	B06	MTMR9	sample
6	D16	MTO1	sample
1	M07	MULK	sample
7	P15	MUS81	sample
1	H12	MUSK	sample
5	L04	MUT	sample
3	I06	MUTYH	sample
7	B13	MUTYH	sample
2	A19	MVK	sample
3	M13	MYLK	sample
1	G08	MYLK2	sample
2	I21	MYO3A	sample
1	A13	MYO3B	sample
3	A03	N4BP2	sample
1	A08	NAGK	sample
6	P10	NAGK	sample
6	L14	NANS	sample
7	P11	NBN	sample
3	I08	NBS1	sample
5	L06	NDUFAB1	sample
5	L08	NDUFS6	sample
7	B19	NEIL1	sample
7	B21	NEIL2	sample
7	D03	NEIL3	sample
3	A05	NEK1	sample
1	G10	NEK11	sample
2	P06	NEK2	sample
2	B19	NEK3	sample
1	E14	NEK4	sample
1	O07	NEK5	sample
1	B19	NEK6	sample
3	O03	NEK7	sample
1	N10	NEK8	sample
1	H19	NEK9	sample
3	I10	NF1	sample
3	I12	NF2	sample
7	B20	NHEJ1	sample
1	B08	NLK	sample
2	M22	NME1	sample
5	L10	NME1	sample
2	F06	NME2	sample
5	L12	NME2	sample
1	G21	NME3	sample
5	L14	NME3	sample
3	I19	NME4	sample
5	L16	NME4	sample
1	E10	NME5	sample
6	O18	NME5	sample
2	F18	NME6	sample
6	J21	NME6	sample
2	B09	NME7	sample
6	H08	NME7	sample
6	B14	NNT	sample
5	L18	NOS1	sample
5	L20	NOS2A	sample
5	L22	NOS3	sample
5	N04	NP	sample
7	E11	NPL	sample
1	I16	NPR2	sample
5	N06	NRAS	sample
3	A19	NRBP	sample
2	O21	NRBP2	sample
2	P10	NRK	sample
4	A12	NT5C	sample
4	O17	NT5C1A	sample
4	I14	NT5C1B	sample
4	H05	NT5C2	sample
4	K11	NT5C3	sample
4	O12	NT5E	sample
4	A13	NT5M	sample
7	M05	NTAN1	sample
7	B15	NTHL1	sample
3	I17	NTRK1	sample
2	F07	NTRK2	sample
2	O08	NTRK3	sample
2	O07	NUCKS	sample
4	G21	NUDT1	sample
7	B22	NUDT1	sample
4	B22	NUDT11	sample
4	I20	NUDT12	sample
4	E05	NUDT14	sample
4	G07	NUDT15	sample
4	P07	NUDT2	sample
4	O15	NUDT3	sample
4	K04	NUDT4	sample
4	O04	NUDT5	sample
4	L15	NUDT9	sample
1	N18	NUP62	sample
1	P19	NYD-SP25	sample
5	N08	OAT	sample
7	N22	OBFC2B	sample
4	H15	OCRL	sample
5	N10	ODC1	sample
5	N12	OGDH	sample
7	B11	OGG1	sample
2	O15	OSR1	sample
5	N14	OTC	sample
5	N16	OVGP1	sample
5	N18	OXCT1	sample
1	B07	P101-PI3K	sample
6	B16	P101-PI3K	sample
2	L05	PACE-1	sample
2	K17	PACSIN1	sample
5	N20	PAFAH1B1	sample
5	N22	PAH	sample
6	N07	PAICS	sample
1	N04	PAK1	sample
2	D20	PAK2	sample
2	B08	PAK3	sample
1	H20	PAK4	sample
1	N21	PAK6	sample
2	H08	PAK7	sample
7	N04	PALB2	sample
4	L11	PALD	sample
1	K05	PANK1	sample
2	K06	PANK2	sample
2	G22	PANK3	sample
3	O17	PANK4	sample
1	C07	PAPSS1	sample
1	E04	PAPSS2	sample
7	D15	PARP1	sample
7	D17	PARP2	sample
3	K03	PASK	sample
5	P04	PAX2	sample
5	P06	PBX1	sample
5	P08	PC	sample
5	P10	PCCB	sample
2	N11	PCK1	sample
5	P12	PCK1	sample
3	G21	PCK2	sample
5	P14	PCK2	sample
7	D16	PCNA	sample
2	E18	PCTK1	sample
2	N10	PCTK2	sample
1	O18	PCTK3	sample
5	P16	PDE3A	sample
5	P18	PDE3B	sample
5	P20	PDGFA	sample
5	P22	PDGFB	sample
2	H20	PDGFRA	sample
6	A03	PDGFRA	sample
2	K07	PDGFRB	sample
1	I08	PDGFRL	sample
6	A05	PDHA1	sample
6	A07	PDHA2	sample
6	A09	PDHB	sample
1	F13	PDIK1L	sample
2	P21	PDK1	sample
6	A11	PDK1	sample
1	G06	PDK2	sample
1	L16	PDK3	sample
2	J16	PDK4	sample
4	F13	PDP2	sample
3	K19	PDPK1	sample
6	A13	PDPK1	sample
1	N08	PDXK	sample
6	L05	PEMT	sample
7	C10	PER1	sample
6	A15	PEX7	sample
6	A17	PFAS	sample
2	B10	PFKFB1	sample
4	A19	PFKFB1	sample
6	A19	PFKFB1	sample
2	P12	PFKFB2	sample
4	A08	PFKFB2	sample
1	B10	PFKFB3	sample
4	K19	PFKFB3	sample
6	A21	PFKFB3	sample
2	J21	PFKFB4	sample
4	A10	PFKFB4	sample
6	C03	PFKFB4	sample
2	N09	PFKL	sample
6	C05	PFKL	sample
3	K09	PFKM	sample
6	C07	PFKM	sample
1	G20	PFKP	sample
6	C09	PFKP	sample
1	E08	PFTK1	sample
4	L13	PGAM1	sample
6	C11	PGAM1	sample
4	I19	PGAM2	sample
6	C13	PGAM2	sample
4	B19	PGAM4	sample
7	C21	PGAP1	sample
6	C15	PGD	sample
3	E19	PGK1	sample
6	C17	PGK1	sample
2	A16	PGK2	sample
6	C19	PGK2	sample
6	D14	PGLS	sample
6	C21	PGM1	sample
6	P04	PGM2	sample
7	O15	PGM2L1	sample
6	E03	PGM3	sample
6	D22	PHGDH	sample
7	O19	PHGDHL1	sample
2	G10	PHKA1	sample
6	E07	PHKA1	sample
1	M05	PHKA2	sample
6	E09	PHKA2	sample
1	M22	PHKB	sample
6	E11	PHKB	sample
2	E09	PHKG1	sample
6	E13	PHKG1	sample
1	K11	PHKG2	sample
6	E15	PHKG2	sample
3	I16	PHOX2B	sample
4	I03	PHPT1	sample
2	I05	PI4K2B	sample
1	N07	PI4KII	sample
4	G11	PIB5PA	sample
6	E17	PIGA	sample
6	H17	PIGB	sample
6	E19	PIGC	sample
6	E21	PIGF	sample
6	G03	PIGH	sample
6	J15	PIGK	sample
6	H15	PIGL	sample
7	I13	PIGM	sample
6	B18	PIGN	sample
7	G15	PIGO	sample
6	F21	PIGQ	sample
7	I15	PIGS	sample
6	J20	PIGT	sample
7	O17	PIGW	sample
2	J06	PIK3C2A	sample
6	G05	PIK3C2A	sample
2	L18	PIK3C2B	sample
1	L15	PIK3C2G	sample
2	L14	PIK3C3	sample
6	G07	PIK3C3	sample
1	A04	PIK3CA	sample
6	G09	PIK3CA	sample
2	D21	PIK3CB	sample
6	G11	PIK3CB	sample
2	F10	PIK3CD	sample
6	G13	PIK3CD	sample
1	O12	PIK3CG	sample
6	G15	PIK3CG	sample
2	K21	PIK3R1	sample
3	I18	PIK3R1	sample
6	G17	PIK3R1	sample
1	D14	PIK3R2	sample
6	G19	PIK3R2	sample
1	J08	PIK3R3	sample
6	B05	PIK3R3	sample
2	O14	PIK3R4	sample
1	G15	PIK4CA	sample
1	D13	PIK4CB	sample
1	L19	PIM1	sample
1	G05	PIM2	sample
2	L04	PIM3	sample
1	H10	PINK1	sample
2	C22	PIP5K1A	sample
2	G18	PIP5K1B	sample
2	N07	PIP5K1C	sample
1	J05	PIP5K2A	sample
2	L17	PIP5K2B	sample
1	N22	PIP5K2C	sample
2	B16	PIP5K3	sample
1	O05	PIP5KL1	sample
6	J10	PIPOX	sample
6	D06	PISD	sample
6	G21	PITX2	sample
2	G06	PKIA	sample
2	A21	PKIB	sample
2	H06	PKLR	sample
6	I03	PKLR	sample
1	O19	PKM2	sample
6	I05	PKM2	sample
2	L03	PKMYT1	sample
1	K21	PKN3	sample
6	I07	PLAUR	sample
6	I09	PLD2	sample
1	M01	plk1	pos
1	M02	plk1	pos
1	M23	plk1	pos
1	M24	plk1	pos
1	N01	plk1	pos
1	N02	plk1	pos
1	N23	plk1	pos
1	N24	plk1	pos
1	O01	plk1	pos
1	O02	plk1	pos
1	O23	plk1	pos
1	O24	plk1	pos
1	P01	plk1	pos
1	P02	plk1	pos
1	P23	plk1	pos
1	P24	plk1	pos
1	E11	PLK1	sample
2	M01	plk1	pos
2	M02	plk1	pos
2	M23	plk1	pos
2	M24	plk1	pos
2	N01	plk1	pos
2	N02	plk1	pos
2	N23	plk1	pos
2	N24	plk1	pos
2	O01	plk1	pos
2	O02	plk1	pos
2	O23	plk1	pos
2	O24	plk1	pos
2	P01	plk1	pos
2	P02	plk1	pos
2	P23	plk1	pos
2	P24	plk1	pos
3	M01	plk1	pos
3	M02	plk1	pos
3	M23	plk1	pos
3	M24	plk1	pos
3	O01	plk1	pos
3	O02	plk1	pos
3	O23	plk1	pos
3	O24	plk1	pos
4	M01	plk1	pos
4	M02	plk1	pos
4	M23	plk1	pos
4	M24	plk1	pos
4	N01	plk1	pos
4	N02	plk1	pos
4	N23	plk1	pos
4	N24	plk1	pos
4	O01	plk1	pos
4	O02	plk1	pos
4	O23	plk1	pos
4	O24	plk1	pos
4	P01	plk1	pos
4	P02	plk1	pos
4	P23	plk1	pos
4	P24	plk1	pos
5	M01	plk1	pos
5	M02	plk1	pos
5	M23	plk1	pos
5	M24	plk1	pos
5	N01	plk1	pos
5	N02	plk1	pos
5	N23	plk1	pos
5	N24	plk1	pos
5	O01	plk1	pos
5	O02	plk1	pos
5	O23	plk1	pos
5	O24	plk1	pos
5	P01	plk1	pos
5	P02	plk1	pos
5	P23	plk1	pos
5	P24	plk1	pos
6	M01	plk1	pos
6	M02	plk1	pos
6	M23	plk1	pos
6	M24	plk1	pos
6	N01	plk1	pos
6	N02	plk1	pos
6	N23	plk1	pos
6	N24	plk1	pos
6	O01	plk1	pos
6	O02	plk1	pos
6	O23	plk1	pos
6	O24	plk1	pos
6	P01	plk1	pos
6	P02	plk1	pos
6	P23	plk1	pos
6	P24	plk1	pos
7	M01	plk1	pos
7	M02	plk1	pos
7	M23	plk1	pos
7	M24	plk1	pos
7	N01	plk1	pos
7	N02	plk1	pos
7	N23	plk1	pos
7	N24	plk1	pos
7	O01	plk1	pos
7	O02	plk1	pos
7	O23	plk1	pos
7	O24	plk1	pos
7	P01	plk1	pos
7	P02	plk1	pos
7	P23	plk1	pos
7	P24	plk1	pos
1	O09	PLK2	sample
3	G03	PLK3	sample
1	P09	PLK4	sample
6	I11	PMAIP1	sample
6	I13	PMM2	sample
3	I20	PMS1	sample
7	H03	PMS1	sample
3	I22	PMS2	sample
7	F15	PMS2	sample
2	F15	PMVK	sample
2	H16	PNCK	sample
1	H09	PNKP	sample
7	D13	PNKP	sample
6	I15	PNLIP	sample
6	I17	PNLIPRP2	sample
7	D08	POLB	sample
7	D12	POLD1	sample
7	D14	POLE	sample
7	D10	POLG	sample
7	F04	POLH	sample
7	F06	POLI	sample
7	F10	POLK	sample
7	F12	POLL	sample
7	F14	POLM	sample
7	F16	POLN	sample
7	F08	POLQ	sample
4	D05	PON1	sample
4	C20	PON2	sample
4	F11	PPAP2A	sample
4	A22	PPAP2B	sample
4	E08	PPAP2C	sample
4	P05	PPAPDC1	sample
4	F07	PPAPDC2	sample
6	I19	PPAT	sample
4	H19	PPEF1	sample
4	B20	PPEF2	sample
4	M05	PPFIA1	sample
4	P19	PPFIA2	sample
4	O06	PPFIA3	sample
4	I04	PPFIA4	sample
4	M16	PPFIBP2	sample
6	I21	PPID	sample
4	K03	PPM1A	sample
4	G15	PPM1B	sample
4	F03	PPM1D	sample
4	G12	PPM1E	sample
4	G16	PPM1F	sample
4	O18	PPM1G	sample
4	B12	PPM1H	sample
4	O14	PPM1L	sample
4	A14	PPM2C	sample
6	K03	PPOX	sample
4	P15	PPP1CA	sample
6	K05	PPP1CA	sample
4	D17	PPP1CB	sample
4	K07	PPP1CC	sample
6	K07	PPP1CC	sample
4	I16	PPP1R12A	sample
4	M18	PPP1R12B	sample
4	D14	PPP1R12C	sample
4	K10	PPP1R13B	sample
4	M07	PPP1R14B	sample
4	L05	PPP1R15B	sample
4	B03	PPP1R16B	sample
4	E18	PPP1R1A	sample
4	C15	PPP1R1B	sample
4	E10	PPP1R1C	sample
4	E14	PPP1R2	sample
4	C05	PPP1R3A	sample
7	C11	PPP1R3B	sample
4	A07	PPP1R3C	sample
6	K09	PPP1R3C	sample
4	B15	PPP1R3D	sample
6	K11	PPP1R3D	sample
4	C10	PPP1R7	sample
4	I12	PPP1R8	sample
4	J19	PPP2CA	sample
4	H13	PPP2CB	sample
4	H09	PPP2CZ	sample
4	A16	PPP2R1A	sample
4	G18	PPP2R1B	sample
4	K17	PPP2R2A	sample
4	C08	PPP2R2B	sample
4	B08	PPP2R2C	sample
4	D09	PPP2R2D	sample
4	M13	PPP2R3A	sample
4	E21	PPP2R4	sample
4	J09	PPP2R5A	sample
4	P11	PPP2R5B	sample
4	M04	PPP2R5D	sample
4	H11	PPP2R5E	sample
4	A17	PPP3CA	sample
4	L21	PPP3CB	sample
4	J15	PPP3CC	sample
4	M11	PPP3R1	sample
4	M20	PPP3R2	sample
4	G19	PPP4C	sample
4	P21	PPP4R1	sample
4	E04	PPP5C	sample
4	C22	PPP6C	sample
4	I11	PR48	sample
1	A18	PRKAA1	sample
6	K13	PRKAA1	sample
3	K11	PRKAA2	sample
6	K15	PRKAA2	sample
3	C09	PRKAB1	sample
6	K17	PRKAB1	sample
2	H19	PRKAB2	sample
6	K19	PRKAB2	sample
2	M19	PRKACA	sample
6	K21	PRKACA	sample
1	P06	PRKACB	sample
6	M03	PRKACB	sample
3	O19	PRKACG	sample
6	M05	PRKACG	sample
1	H13	PRKAG1	sample
6	M07	PRKAG1	sample
2	M16	PRKAG2	sample
6	J16	PRKAG2	sample
1	I03	PRKAG3	sample
6	L12	PRKAG3	sample
1	N16	PRKAR1A	sample
3	O10	PRKAR1A	sample
6	M09	PRKAR1A	sample
2	A17	PRKAR1B	sample
6	M11	PRKAR1B	sample
1	H08	PRKAR2A	sample
6	M13	PRKAR2A	sample
3	G19	PRKAR2B	sample
6	M15	PRKAR2B	sample
3	C03	PRKCA	sample
3	G09	PRKCB1	sample
2	H03	PRKCD	sample
1	C16	PRKCE	sample
2	F11	PRKCG	sample
2	B06	PRKCH	sample
2	C16	PRKCI	sample
6	M17	PRKCI	sample
1	M04	PRKCL1	sample
1	J21	PRKCL2	sample
1	D11	PRKCM	sample
1	I17	PRKCN	sample
2	M14	PRKCQ	sample
2	F21	PRKCSH	sample
1	J14	PRKCZ	sample
6	M19	PRKCZ	sample
2	P03	PRKD2	sample
3	E09	PRKDC	sample
7	B12	PRKDC	sample
1	G22	PRKG1	sample
1	J11	PRKG2	sample
2	J07	PRKR	sample
3	O05	PRKWNK1	sample
1	A15	PRKWNK2	sample
1	J12	PRKWNK3	sample
2	A13	PRKX	sample
6	O13	PRKX	sample
2	M03	PRKY	sample
6	O15	PRKY	sample
6	L20	PRMT7	sample
6	O17	PRODH	sample
3	E11	PRPF4B	sample
2	I13	PRPS1	sample
6	O19	PRPS1	sample
2	B20	PRPS1L1	sample
7	O09	PRPS1L1	sample
2	K20	PRPS2	sample
6	O21	PRPS2	sample
6	A04	PRPSAP2	sample
1	C12	PSKH1	sample
3	A17	PSKH2	sample
4	E17	PSPH	sample
6	A06	PSPH	sample
4	N13	PSPHL	sample
3	K04	PTCH	sample
3	K06	PTEN	sample
4	N21	PTEN	sample
6	A08	PTEN	sample
7	C14	PTEN	sample
1	A17	PTK2	sample
2	M21	PTK2B	sample
1	L22	PTK6	sample
2	M11	PTK7	sample
1	G16	PTK9	sample
2	J04	PTK9L	sample
4	L09	PTP4A1	sample
4	B17	PTP4A2	sample
4	E12	PTP4A3	sample
4	C11	PTPDC1	sample
4	J07	PTPLA	sample
4	E22	PTPLB	sample
4	J11	PTPMT1	sample
4	K06	PTPN1	sample
6	A10	PTPN1	sample
4	M03	PTPN11	sample
4	B09	PTPN12	sample
4	I17	PTPN13	sample
4	C06	PTPN14	sample
4	K21	PTPN18	sample
4	G09	PTPN2	sample
4	D13	PTPN20A	sample
4	I05	PTPN21	sample
4	M12	PTPN22	sample
4	A18	PTPN23	sample
4	B18	PTPN3	sample
4	M14	PTPN4	sample
4	C07	PTPN5	sample
4	O11	PTPN6	sample
4	B16	PTPN7	sample
4	B07	PTPN9	sample
4	D10	PTPNS1	sample
4	M09	PTPRA	sample
4	L03	PTPRB	sample
4	F05	PTPRC	sample
4	E11	PTPRD	sample
4	N07	PTPRE	sample
4	B14	PTPRF	sample
6	A12	PTPRF	sample
4	O08	PTPRG	sample
4	G13	PTPRH	sample
4	A11	PTPRJ	sample
4	P03	PTPRK	sample
4	L19	PTPRM	sample
4	N05	PTPRN	sample
4	B10	PTPRN2	sample
4	C21	PTPRO	sample
4	K22	PTPRR	sample
4	N11	PTPRS	sample
4	G03	PTPRT	sample
4	B11	PTPRU	sample
4	J05	PTPRZ1	sample
2	N04	PXK	sample
6	A14	PYCR1	sample
6	H06	PYCR2	sample
7	C05	PYCRL	sample
2	K10	PYCS	sample
6	A16	PYCS	sample
6	A18	PYGB	sample
6	A20	PYGL	sample
6	A22	PYGM	sample
6	C04	QDPR	sample
7	P08	RAD1	sample
7	P14	RAD17	sample
7	H20	RAD18	sample
7	H11	RAD23A	sample
7	H07	RAD23B	sample
7	P07	RAD50	sample
7	L21	RAD51	sample
7	N05	RAD51C	sample
7	N03	RAD51L1	sample
7	N07	RAD51L3	sample
7	N15	RAD52	sample
7	N19	RAD54B	sample
7	N17	RAD54L	sample
7	P10	RAD9A	sample
2	F19	RAF1	sample
6	C06	RAF1	sample
2	O17	RAGE	sample
7	A04	RALP	sample
5	N15	RAPGEF1	sample
7	A03	Raptor	sample
3	K08	RB1	sample
6	C08	RBBP4	sample
7	P13	RBBP8	sample
2	G08	RBKS	sample
7	N20	RDM1	sample
7	N14	RECQL	sample
3	K10	RECQL4	sample
7	J16	RECQL4	sample
7	N16	RECQL5	sample
1	F05	RELA	sample
6	C10	RENBP	sample
2	B03	RET	sample
7	D22	REV1	sample
7	D18	REV3L	sample
1	P14	RFK	sample
1	O03	RFP	sample
6	C12	RHEB	sample
6	B10	RHOQ	sample
7	O11	RICTOR	sample
1	E18	RIOK1	sample
1	I04	RIOK2	sample
3	E13	RIOK3	sample
1	F19	RIPK1	sample
1	M06	RIPK2	sample
2	J09	RIPK3	sample
1	M17	RNASEL	sample
4	P13	RNGTT	sample
1	I21	ROCK1	sample
2	L16	ROCK2	sample
2	K11	ROR1	sample
1	N20	ROR2	sample
6	C14	RORC	sample
2	C15	ROS1	sample
3	A09	RP6-213H19.1	sample
7	H15	RPA1	sample
7	H17	RPA2	sample
7	H19	RPA3	sample
7	N12	RPA4	sample
6	C16	RPE	sample
6	P17	RPIA	sample
6	C18	RPS6	sample
2	D12	RPS6KA1	sample
2	I14	RPS6KA2	sample
1	L03	RPS6KA3	sample
1	A20	RPS6KA4	sample
2	N19	RPS6KA5	sample
2	M15	RPS6KA6	sample
1	P12	RPS6KB1	sample
6	C20	RPS6KB1	sample
1	E06	RPS6KB2	sample
2	B07	RPS6KC1	sample
2	M13	RPS6KL1	sample
6	C22	RRM2	sample
6	H16	RRM2B	sample
7	D06	RRM2B	sample
1	N06	RYK	sample
