Plate	Well	Gene_symbol	Entrez_gene_ID	Sub_lib	PreCursor
2	M03	PRKY	5616	KIN	NM_002760
2	M04	MAST2	23139	KIN	NM_015112
2	M05	MAP3K1	4214	KIN	NM_005921
2	M06	CDK5R1	8851	KIN	NM_003885
2	M07	ZAP70	7535	KIN	NM_001079
2	M08	WEE1	7465	KIN	NM_003390
2	M09	STK23	26576	KIN	NM_014370
2	M10	CDK6	1021	KIN	NM_001259
2	M11	PTK7	5754	KIN	NM_152881
2	M12	CDKN2D	1032	KIN	NM_079421
2	M13	RPS6KL1	83694	KIN	NM_031464
2	M14	PRKCQ	5588	KIN	NM_006257
2	M15	RPS6KA6	27330	KIN	NM_014496
2	M16	PRKAG2	51422	KIN	NM_024429
2	M17	SRPK1	6732	KIN	NM_003137
2	M18	MAP3K3	4215	KIN	NM_002401
2	M19	PRKACA	5566	KIN	NM_207518
2	M20	FGFRL1	53834	KIN	NM_021923
2	M21	PTK2B	2185	KIN	NM_004103
2	M22	NME1	4830	KIN	NM_000269
2	M23				
2	M24				
2	N01				
2	N02				
2	N03	SLK	9748	KIN	NM_014720
2	N04	PXK	54899	KIN	NM_017771
2	N05	CDKN1C	1028	KIN	NM_000076
2	N06	HUNK	30811	KIN	NM_014586
2	N07	PIP5K1C	23396	KIN	NM_012398
2	N08	MAP4K1	11184	KIN	NM_007181
2	N09	PFKL	5211	KIN	NM_002626
2	N10	PCTK2	5128	KIN	NM_002595
2	N11	PCK1	5105	KIN	NM_002591
2	N12	INSR	3643	KIN	NM_001079817
2	N13	CDK9	1025	KIN	NM_001261
2	N14	HIPK4	147746	KIN	NM_144685
2	N15	FGFR4	2264	KIN	NM_002011
2	N16	SIK2	23235	KIN	NM_015191
2	N17	CRKL	1399	KIN	NM_005207
2	N18	MET	4233	KIN	NM_000245
2	N19	RPS6KA5	9252	KIN	NM_182398
2	N20	FYN	2534	KIN	NM_153048
2	N21	STK32C	282974	KIN	NM_173575
2	N22	DKFZP434C131	25989	KIN	NM_001099436
2	N23				
2	N24				
2	O01				
2	O02				
2	O03	MERTK	10461	KIN	NM_006343
2	O04	TNK1	8711	KIN	NM_003985
2	O05	CERK	64781	KIN	NM_022766
2	O06	STK29	9024	KIN	NM_003957
2	O07	NUCKS	64710	KIN	NM_022731
2	O08	NTRK3	4916	KIN	NM_002530
2	O09	CIT	11113	KIN	NM_007174
2	O10	LMTK2	22853	KIN	NM_014916
2	O11	CDKL4	344387	KIN	NM_001009565
2	O12	DTYMK	1841	KIN	NM_012145
2	O13	KIAA2002	79834	KIN	NM_024776
2	O14	PIK3R4	30849	KIN	NM_014602
2	O15	OSR1	9943	KIN	NM_005109
2	O16	GCK	2645	KIN	NM_000162
2	O17	RAGE	5891	KIN	NM_014226
2	O18	EPHB2	2048	KIN	NM_017449
2	O19	BMPR2	659	KIN	NM_001204
2	O20	SGKL	23678	KIN	NM_013257
2	O21	NRBP2	340371	KIN	NM_178564
2	O22	DLG3	1741	KIN	NM_020730
2	O23				
2	O24				
2	P01				
2	P02				
2	P03	PRKD2	25865	KIN	NM_001079882
2	P04	SAST	22983	KIN	NM_014975
2	P05	CAMKK1	84254	KIN	NM_172207
2	P06	NEK2	4751	KIN	NM_002497
2	P07	LYK5	92335	KIN	NM_001003786
2	P08	MAPKAPK5	8550	KIN	NM_003668
2	P09	COMMD3	23412	KIN	NM_012071
2	P10	NRK	203447	KIN	NM_198465
2	P11	TK2	7084	KIN	NM_004614
2	P12	PFKFB2	5208	KIN	NM_001018053
2	P13	CSNK2A1	1457	KIN	NM_177560
2	P14	MARK4	57787	KIN	NM_031417
2	P15	SRMS	6725	KIN	NM_080823
2	P16	EPHB1	2047	KIN	NM_004441
2	P17	MAP4K2	5871	KIN	NM_004579
2	P18	MAGI-3	260425	KIN	NM_152900
2	P19	KIAA1811	84446	KIN	NM_032430
2	P20	SSTK	83983	KIN	NM_032037
2	P21	PDK1	5163	KIN	NM_002610
2	P22	IKBKG	8517	KIN	NM_001099856
2	P23				
2	P24				
3	A01				
3	A02				
3	A03	N4BP2	55728	KIN	NM_018177
3	A04	WAS	7454	TSG	NM_000377
3	A05	NEK1	4750	KIN	NM_012224
3	A06	BHD	201163	TSG	NM_144606
3	A07	XYLB	9942	KIN	NM_005108
3	A08	ZNFN1A1	10320	TSG	NM_006060
3	A09	RP6-213H19.1	51765	KIN	NM_001042452
3	A10	GPC3	2719	TSG	NM_004484
3	A11	SMG1	23049	KIN	NM_015092
3	A12	APC	324	TSG	NM_000038
3	A13	IHPK2	51447	KIN	NM_016291
3	A14	ATM	472	TSG	NM_138292
3	A15	ILK	3611	KIN	NM_001014794
3	A16	BLM	641	TSG	NM_000057
3	A17	PSKH2	85481	KIN	NM_033126
3	A18	BMPR1A	657	TSG	NM_004329
3	A19	NRBP	29959	KIN	NM_013392
3	A20	BRCA1	672	TSG	NM_007298
3	A21	ULK1	8408	KIN	NM_003565
3	A22	BRCA2	675	TSG	NM_000059
3	A23				
3	A24				
3	B01				
3	B02				
3	B03				
3	B04				
3	B05				
3	B06				
3	B07				
3	B08				
3	B09				
3	B10				
3	B11				
3	B12				
3	B13				
3	B14				
3	B15				
3	B16				
3	B17				
3	B18				
3	B19				
3	B20				
3	B21				
3	B22				
3	B23				
3	B24				
3	C01				
3	C02				
3	C03	PRKCA	5578	KIN	NM_002737
3	C04	BRIP1	83990	TSG	NM_032043
3	C05	CDKL2	8999	KIN	NM_003948
3	C06	BUB1B	701	TSG	NM_001211
3	C07	FES	2242	KIN	NM_002005
3	C08	CDH1	999	TSG	NM_004360
3	C09	PRKAB1	5564	KIN	NM_006253
3	C10	CDKN2A	1029	TSG	NM_058195
3	C11	HAK	115701	KIN	NM_052947
3	C12	CDKN2A	1029	TSG	NM_058195
3	C13	CDK2	1017	KIN	NM_001798
3	C14	CHEK2	11200	TSG	NM_145862
3	C15	MAP2K2	5605	KIN	NM_030662
3	C16	COPEB	1316	TSG	NM_001300
3	C17	MAPK10	5602	KIN	NM_002753
3	C18	CYLD	1540	TSG	NM_001042355
3	C19	CALM2	805	KIN	NM_001743
3	C20	DDB2	1643	TSG	NM_000107
3	C21	KHK	3795	KIN	NM_006488
3	C22	EP300	2033	TSG	NM_001429
3	C23				
3	C24				
3	D01				
3	D02				
3	D03				
3	D04				
3	D05				
3	D06				
3	D07				
3	D08				
3	D09				
3	D10				
3	D11				
3	D12				
3	D13				
3	D14				
3	D15				
3	D16				
3	D17				
3	D18				
3	D19				
3	D20				
3	D21				
3	D22				
3	D23				
3	D24				
3	E01				
3	E02				
3	E03	GUK1	2987	KIN	NM_000858
3	E04	ERCC2	2068	TSG	NM_000400
3	E05	CKM	1158	KIN	NM_001824
3	E06	ERCC3	2071	TSG	NM_000122
3	E07	MAP4K3	8491	KIN	NM_003618
3	E08	ERCC4	2072	TSG	NM_005236
3	E09	PRKDC	5591	KIN	NM_006904
3	E10	ERCC5	2073	TSG	NM_000123
3	E11	PRPF4B	8899	KIN	NM_003913
3	E12	EXT1	2131	TSG	NM_000127
3	E13	RIOK3	8780	KIN	NM_003831
3	E14	EXT2	2132	TSG	NM_000401
3	E15	KIAA1765	85443	KIN	NM_033403
3	E16	FANCA	2175	TSG	NM_001018112
3	E17	EXOSC10	5394	KIN	NM_002685
3	E18	FANCC	2176	TSG	NM_000136
3	E19	PGK1	5230	KIN	NM_000291
3	E20	FANCD2	2177	TSG	NM_001018115
3	E21	AK3L1	50808	KIN	NM_016282
3	E22	FANCE	2178	TSG	NM_021922
3	E23				
3	E24				
3	F01				
3	F02				
3	F03				
3	F04				
3	F05				
3	F06				
3	F07				
3	F08				
3	F09				
3	F10				
3	F11				
3	F12				
3	F13				
3	F14				
3	F15				
3	F16				
3	F17				
3	F18				
3	F19				
3	F20				
3	F21				
3	F22				
3	F23				
3	F24				
3	G01				
3	G02				
3	G03	PLK3	1263	KIN	NM_004073
3	G04	FANCF	2188	TSG	NM_022725
3	G05	EFNB3	1949	KIN	NM_001406
3	G06	FANCG	2189	TSG	NM_004629
3	G07	EPHB3	2049	KIN	NM_004443
3	G08	FBXW7	55294	TSG	NM_001013415
3	G09	PRKCB1	5579	KIN	NM_002738
3	G10	FH	2271	TSG	NM_000143
3	G11	DGKD	8527	KIN	NM_003648
3	G12	HRPT2	79577	TSG	NM_024529
3	G13	EPHB4	2050	KIN	NM_004444
3	G14	SMAD4	4089	TSG	NM_005359
3	G15	MGC45428	166614	KIN	NM_001040261
3	G16	MAP2K4	6416	TSG	NM_003010
3	G17	CHKB	1120	KIN	NM_005198
3	G18	MEN1	4221	TSG	NM_130801
3	G19	PRKAR2B	5577	KIN	NM_002736
3	G20	MLH1	4292	TSG	NM_000249
3	G21	PCK2	5106	KIN	NM_004563
3	G22	MSH2	4436	TSG	NM_000251
3	G23				
3	G24				
3	H01				
3	H02				
3	H03				
3	H04				
3	H05				
3	H06				
3	H07				
3	H08				
3	H09				
3	H10				
3	H11				
3	H12				
3	H13				
3	H14				
3	H15				
3	H16				
3	H17				
3	H18				
3	H19				
3	H20				
3	H21				
3	H22				
3	H23				
3	H24				
3	I01				
3	I02				
3	I03	AMHR2	269	KIN	NM_020547
3	I04	MSH6	2956	TSG	NM_000179
3	I05	DUSP21	63904	KIN	NM_022076
3	I06	MUTYH	4595	TSG	NM_001048174
3	I07	CDKN2B	1030	KIN	NM_004936
3	I08	NBS1	4683	TSG	NM_002485
3	I09	DLG1	1739	KIN	NM_001098424
3	I10	NF1	4763	TSG	NM_000267
3	I11	C9ORF96	169436	KIN	NM_153710
3	I12	NF2	4771	TSG	NM_181831
3	I13	MAP2K1	5604	KIN	NM_002755
3	I14	FLJ21816	79728	TSG	NM_024675
3	I15	GALK2	2585	KIN	NM_002044
3	I16	PHOX2B	8929	TSG	NM_003924
3	I17	NTRK1	4914	KIN	NM_001007792
3	I18	PIK3R1	5295	TSG	NM_181504
3	I19	NME4	4833	KIN	NM_005009
3	I20	PMS1	5378	TSG	NM_000534
3	I21	BRAF	673	KIN	NM_004333
3	I22	PMS2	5395	TSG	NM_000535
3	I23				
3	I24				
3	J01				
3	J02				
3	J03				
3	J04				
3	J05				
3	J06				
3	J07				
3	J08				
3	J09				
3	J10				
3	J11				
3	J12				
3	J13				
3	J14				
3	J15				
3	J16				
3	J17				
3	J18				
3	J19				
3	J20				
3	J21				
3	J22				
3	J23				
3	J24				
3	K01				
3	K02				
3	K03	PASK	23178	KIN	NM_015148
3	K04	PTCH	5727	TSG	NM_001083605
3	K05	HUS1	3364	KIN	NM_004507
3	K06	PTEN	5728	TSG	NM_000314
3	K07	TLK1	9874	KIN	NM_012290
3	K08	RB1	5925	TSG	NM_000321
3	K09	PFKM	5213	KIN	NM_000289
3	K10	RECQL4	9401	TSG	NM_004260
3	K11	PRKAA2	5563	KIN	NM_006252
3	K12	SBDS	51119	TSG	NM_016038
3	K13	ITPKB	3707	KIN	NM_002221
3	K14	SDHB	6390	TSG	NM_003000
3	K15	MPP3	4356	KIN	NM_001932
3	K16	SDHC	6391	TSG	NM_001035511
3	K17	CDK3	1018	KIN	NM_001258
3	K18	SDHD	6392	TSG	NM_003002
3	K19	PDPK1	5170	KIN	NM_031268
3	K20	SMARCB1	6598	TSG	NM_001007468
3	K21	C10ORF89	118672	KIN	NM_153336
3	K22	SOCS1	8651	TSG	NM_003745
3	K23				
3	K24				
3	L01				
3	L02				
3	L03				
3	L04				
3	L05				
3	L06				
3	L07				
3	L08				
3	L09				
3	L10				
3	L11				
3	L12				
3	L13				
3	L14				
3	L15				
3	L16				
3	L17				
3	L18				
3	L19				
3	L20				
3	L21				
3	L22				
3	L23				
3	L24				
3	M01				
3	M02				
3	M03	EPHA4	2043	KIN	NM_004438
3	M04	STK11	6794	TSG	NM_000455
3	M05	DCAMKL1	9201	KIN	NM_004734
3	M06	SUFU	51684	TSG	NM_016169
3	M07	GK2	2712	KIN	NM_033214
3	M08	TCF1	6927	TSG	NM_000545
3	M09	KUB3	91419	KIN	NM_033276
3	M10	FAS	355	TSG	NM_152876
3	M11	TRPM7	54822	KIN	NM_017672
3	M12	TP53	7157	TSG	NM_000546
3	M13	MYLK	4638	KIN	NM_053031
3	M14	TSC1	7248	TSG	NM_001008567
3	M15	GUCY2F	2986	KIN	NM_001522
3	M16	TSC2	7249	TSG	NM_001077183
3	M17	GSK3B	2932	KIN	NM_002093
3	M18	VHL	7428	TSG	NM_000551
3	M19	MST1R	4486	KIN	NM_002447
3	M20	WRN	7486	TSG	NM_000553
3	M21	AK2	204	KIN	NM_001625
3	M22	WT1	7490	TSG	NM_000378
3	M23				
3	M24				
3	N01				
3	N02				
3	N03				
3	N04				
3	N05				
3	N06				
3	N07				
3	N08				
3	N09				
3	N10				
3	N11				
3	N12				
3	N13				
3	N14				
3	N15				
3	N16				
3	N17				
3	N18				
3	N19				
3	N20				
3	N21				
3	N22				
3	N23				
3	N24				
3	O01				
3	O02				
3	O03	NEK7	140609	KIN	NM_133494
3	O04	FLJ39827	139285	TSG	NM_152424
3	O05	PRKWNK1	65125	KIN	NM_018979
3	O06	XPA	7507	TSG	NM_000380
3	O07	TSKS	60385	KIN	NM_021733
3	O08	XPC	7508	TSG	NM_004628
3	O09	STK19	8859	KIN	NM_004197
3	O10	PRKAR1A	5573	TSG	NM_002734
3	O11	MAPK12	6300	KIN	NM_002969
3	O12				
3	O13	GALK1	2584	KIN	NM_000154
3	O14				
3	O15	IPMK	253430	KIN	NM_152230
3	O16				
3	O17	PANK4	55229	KIN	NM_018216
3	O18				
3	O19	PRKACG	5568	KIN	NM_002732
3	O20				
3	O21	FLT1	2321	KIN	NM_002019
3	O22				
3	O23				
3	O24				
3	P01				
3	P02				
3	P03				
3	P04				
3	P05				
3	P06				
3	P07				
3	P08				
3	P09				
3	P10				
3	P11				
3	P12				
3	P13				
3	P14				
3	P15				
3	P16				
3	P17				
3	P18				
3	P19				
3	P20				
3	P21				
3	P22				
3	P23				
3	P24				
